METRIQUES SWV
========================================
I_peak_A: 2.763975e-06
I_peak_nA: 2.763975e+03
I_peak_raw_uA: 5.435375e+00
E_peak_V: -2.400000e-01
I_baseline_uA: 2.670890e+00
sigma_baseline_nA: 1.150727e+01
SNR: 2.401938e+02
FWHM_V: 5.600000e-02
FWHM_mV: 5.600000e+01
FWHM_ideal_mV: 4.521658e+01
R2_gaussian: 9.991912e-01
baseline_ratio_pct: 4.913902e+01
IR_drop_mV: 5.291599e-01
K_dimensionless: 1.481636e+00
frequency_Hz: 25
R_u_Ohm: 200
