METRIQUES SWV
========================================
I_peak_A: 1.949353e-06
I_peak_nA: 1.949353e+03
I_peak_raw_uA: 7.709649e+00
E_peak_V: -2.440000e-01
I_baseline_uA: 5.760172e+00
sigma_baseline_nA: 6.120023e+00
SNR: 3.185205e+02
FWHM_V: 6.000000e-02
FWHM_mV: 6.000000e+01
FWHM_ideal_mV: 4.521658e+01
R2_gaussian: 9.984961e-01
baseline_ratio_pct: 7.471381e+01
