E_step_V;I_forward_A;I_reverse_A;I_net_A
0.00000000e+00;3.31874999e-06;-3.31875043e-06;6.63684727e-06
-4.00000000e-03;3.31875043e-06;-3.31875059e-06;6.63727648e-06
-8.00000000e-03;3.31875059e-06;-3.31875081e-06;6.63570572e-06
-1.20000000e-02;3.31875080e-06;-3.31875110e-06;6.63829347e-06
-1.60000000e-02;3.31875109e-06;-3.31875150e-06;6.63918928e-06
-2.00000000e-02;3.31875149e-06;-3.31875205e-06;6.63905121e-06
-2.40000000e-02;3.31875204e-06;-3.31875280e-06;6.63625450e-06
-2.80000000e-02;3.31875278e-06;-3.31875382e-06;6.63750159e-06
-3.20000000e-02;3.31875379e-06;-3.31875522e-06;6.63713409e-06
-3.60000000e-02;3.31875518e-06;-3.31875713e-06;6.63704534e-06
-4.00000000e-02;3.31875707e-06;-3.31875973e-06;6.63783984e-06
-4.40000000e-02;3.31875966e-06;-3.31876329e-06;6.63634761e-06
-4.80000000e-02;3.31876319e-06;-3.31876814e-06;6.63589342e-06
-5.20000000e-02;3.31876800e-06;-3.31877477e-06;6.63666312e-06
-5.60000000e-02;3.31877458e-06;-3.31878382e-06;6.63635647e-06
-6.00000000e-02;3.31878356e-06;-3.31879617e-06;6.63854201e-06
-6.40000000e-02;3.31879582e-06;-3.31881304e-06;6.63753449e-06
-6.80000000e-02;3.31881256e-06;-3.31883607e-06;6.63870557e-06
-7.20000000e-02;3.31883541e-06;-3.31886751e-06;6.63830720e-06
-7.60000000e-02;3.31886661e-06;-3.31891043e-06;6.63721890e-06
-8.00000000e-02;3.31890921e-06;-3.31896904e-06;6.63638986e-06
-8.40000000e-02;3.31896738e-06;-3.31904906e-06;6.63731132e-06
-8.80000000e-02;3.31904679e-06;-3.31915831e-06;6.63931490e-06
-9.20000000e-02;3.31915520e-06;-3.31930746e-06;6.63927139e-06
-9.60000000e-02;3.31930322e-06;-3.31951110e-06;6.63859428e-06
-1.00000000e-01;3.31950531e-06;-3.31978910e-06;6.64001254e-06
-1.04000000e-01;3.31978120e-06;-3.32016864e-06;6.63971350e-06
-1.08000000e-01;3.32015785e-06;-3.32068676e-06;6.63930721e-06
-1.12000000e-01;3.32067202e-06;-3.32139397e-06;6.64434040e-06
-1.16000000e-01;3.32137385e-06;-3.32235901e-06;6.64422179e-06
-1.20000000e-01;3.32233155e-06;-3.32367503e-06;6.64484049e-06
-1.24000000e-01;3.32363753e-06;-3.32546723e-06;6.64680003e-06
-1.28000000e-01;3.32541603e-06;-3.32790175e-06;6.65449798e-06
-1.32000000e-01;3.32783184e-06;-3.33119504e-06;6.65929371e-06
-1.36000000e-01;3.33109959e-06;-3.33562263e-06;6.66754254e-06
-1.40000000e-01;3.33549232e-06;-3.34152609e-06;6.67914374e-06
-1.44000000e-01;3.34134818e-06;-3.34931736e-06;6.69386679e-06
-1.48000000e-01;3.34907447e-06;-3.35948036e-06;6.70858735e-06
-1.52000000e-01;3.35914872e-06;-3.37257048e-06;6.73328704e-06
-1.56000000e-01;3.37211755e-06;-3.38921341e-06;6.76161332e-06
-1.60000000e-01;3.38859408e-06;-3.41010434e-06;6.79695643e-06
-1.64000000e-01;3.40925448e-06;-3.43600818e-06;6.84691598e-06
-1.68000000e-01;3.43483170e-06;-3.46775964e-06;6.90293904e-06
-1.72000000e-01;3.46610185e-06;-3.50626021e-06;6.97245220e-06
-1.76000000e-01;3.50385628e-06;-3.55246883e-06;7.05669121e-06
-1.80000000e-01;3.54885437e-06;-3.60738442e-06;7.15570498e-06
-1.84000000e-01;3.60176107e-06;-3.67202301e-06;7.27625154e-06
-1.88000000e-01;3.66308337e-06;-3.74739345e-06;7.41416673e-06
-1.92000000e-01;3.73312290e-06;-3.83447130e-06;7.56939136e-06
-1.96000000e-01;3.81194880e-06;-3.93415856e-06;7.74590121e-06
-2.00000000e-01;3.89937451e-06;-4.04720466e-06;7.94478442e-06
-2.04000000e-01;3.99490907e-06;-4.17405854e-06;8.17003007e-06
-2.08000000e-01;4.09765988e-06;-4.31462591e-06;8.41140695e-06
-2.12000000e-01;4.20618519e-06;-4.46791942e-06;8.67406076e-06
-2.16000000e-01;4.31831789e-06;-4.63161180e-06;8.95104345e-06
-2.20000000e-01;4.43100239e-06;-4.80153785e-06;9.23218175e-06
-2.24000000e-01;4.54020096e-06;-4.97124582e-06;9.51153396e-06
-2.28000000e-01;4.64093596e-06;-5.13176896e-06;9.77239132e-06
-2.32000000e-01;4.72753291e-06;-5.27185276e-06;9.99865429e-06
-2.36000000e-01;4.79410623e-06;-5.37888481e-06;1.01740702e-05
-2.40000000e-01;4.83527481e-06;-5.44066209e-06;1.02758384e-05
-2.44000000e-01;4.84701081e-06;-5.44784398e-06;1.02966663e-05
-2.48000000e-01;4.82743613e-06;-5.39651410e-06;1.02238172e-05
-2.52000000e-01;4.77733205e-06;-5.28990624e-06;1.00679613e-05
-2.56000000e-01;4.70016525e-06;-5.13835689e-06;9.83885561e-06
-2.60000000e-01;4.60156992e-06;-4.95715153e-06;9.55703621e-06
-2.64000000e-01;4.48841224e-06;-4.76294776e-06;9.25275502e-06
-2.68000000e-01;4.36770882e-06;-4.57023579e-06;8.93843660e-06
-2.72000000e-01;4.24569858e-06;-4.38920076e-06;8.63726274e-06
-2.76000000e-01;4.12727318e-06;-4.22542460e-06;8.35488035e-06
-2.80000000e-01;4.01581343e-06;-4.08087228e-06;8.09584117e-06
-2.84000000e-01;3.91334171e-06;-3.95525653e-06;7.86939568e-06
-2.88000000e-01;3.82083488e-06;-3.84716382e-06;7.66808483e-06
-2.92000000e-01;3.73855590e-06;-3.75476669e-06;7.49504645e-06
-2.96000000e-01;3.66632013e-06;-3.67619910e-06;7.34241692e-06
-3.00000000e-01;3.60367233e-06;-3.60972305e-06;7.21387207e-06
-3.04000000e-01;3.54998902e-06;-3.55378346e-06;7.10361045e-06
-3.08000000e-01;3.50453614e-06;-3.50700902e-06;7.01185174e-06
-3.12000000e-01;3.46650954e-06;-3.46819092e-06;6.93503796e-06
-3.16000000e-01;3.43507271e-06;-3.43625629e-06;6.87137255e-06
-3.20000000e-01;3.40939293e-06;-3.41024463e-06;6.82037444e-06
