E_step_V;I_forward_A;I_reverse_A;I_net_A
0.00000000e+00;1.18186835e-06;-1.10704941e-06;2.29240435e-06
-4.00000000e-03;1.17462905e-06;-1.10857627e-06;2.28435937e-06
-8.00000000e-03;1.16823839e-06;-1.10992404e-06;2.27803269e-06
-1.20000000e-02;1.16259677e-06;-1.11111378e-06;2.26881831e-06
-1.60000000e-02;1.15761630e-06;-1.11216408e-06;2.27194209e-06
-2.00000000e-02;1.15321943e-06;-1.11309130e-06;2.27167772e-06
-2.40000000e-02;1.14933775e-06;-1.11390990e-06;2.26867817e-06
-2.80000000e-02;1.14591086e-06;-1.11463264e-06;2.26163683e-06
-3.20000000e-02;1.14288547e-06;-1.11527079e-06;2.25681438e-06
-3.60000000e-02;1.14021456e-06;-1.11583428e-06;2.25807673e-06
-4.00000000e-02;1.13785663e-06;-1.11633192e-06;2.24978162e-06
-4.40000000e-02;1.13577503e-06;-1.11677147e-06;2.25148950e-06
-4.80000000e-02;1.13393746e-06;-1.11715983e-06;2.25249528e-06
-5.20000000e-02;1.13231541e-06;-1.11750309e-06;2.25084364e-06
-5.60000000e-02;1.13088372e-06;-1.11780668e-06;2.24955119e-06
-6.00000000e-02;1.12962025e-06;-1.11807546e-06;2.24442907e-06
-6.40000000e-02;1.12850549e-06;-1.11831376e-06;2.24261843e-06
-6.80000000e-02;1.12752229e-06;-1.11852552e-06;2.24668702e-06
-7.20000000e-02;1.12665559e-06;-1.11871436e-06;2.24746227e-06
-7.60000000e-02;1.12589226e-06;-1.11888364e-06;2.24403099e-06
-8.00000000e-02;1.12522087e-06;-1.11903659e-06;2.24172722e-06
-8.40000000e-02;1.12463157e-06;-1.11917640e-06;2.24464297e-06
-8.80000000e-02;1.12411603e-06;-1.11930636e-06;2.24623853e-06
-9.20000000e-02;1.12366732e-06;-1.11942998e-06;2.24322272e-06
-9.60000000e-02;1.12327999e-06;-1.11955127e-06;2.24082742e-06
-1.00000000e-01;1.12295006e-06;-1.11967494e-06;2.24694855e-06
-1.04000000e-01;1.12267523e-06;-1.11980675e-06;2.24478697e-06
-1.08000000e-01;1.12245503e-06;-1.11995401e-06;2.24188643e-06
-1.12000000e-01;1.12229127e-06;-1.12012619e-06;2.24232535e-06
-1.16000000e-01;1.12218853e-06;-1.12033576e-06;2.24067906e-06
-1.20000000e-01;1.12215493e-06;-1.12059933e-06;2.24596860e-06
-1.24000000e-01;1.12220321e-06;-1.12093919e-06;2.24174338e-06
-1.28000000e-01;1.12235217e-06;-1.12138546e-06;2.24123364e-06
-1.32000000e-01;1.12262877e-06;-1.12197885e-06;2.24448711e-06
-1.36000000e-01;1.12307085e-06;-1.12277457e-06;2.25082906e-06
-1.40000000e-01;1.12373088e-06;-1.12384746e-06;2.24052348e-06
