E_step_V;I_forward_A;I_reverse_A;I_net_A
0.00000000e+00;1.40966055e-06;-1.31018076e-06;2.72039591e-06
-4.00000000e-03;1.40003984e-06;-1.31220906e-06;2.71271355e-06
-8.00000000e-03;1.39154552e-06;-1.31399984e-06;2.70720313e-06
-1.20000000e-02;1.38404582e-06;-1.31558095e-06;2.69911227e-06
-1.60000000e-02;1.37742430e-06;-1.31697694e-06;2.69245591e-06
-2.00000000e-02;1.37157816e-06;-1.31820951e-06;2.68906403e-06
-2.40000000e-02;1.36641664e-06;-1.31929782e-06;2.68580938e-06
-2.80000000e-02;1.36185961e-06;-1.32025878e-06;2.68251369e-06
-3.20000000e-02;1.35783630e-06;-1.32110736e-06;2.67850315e-06
-3.60000000e-02;1.35428428e-06;-1.32185676e-06;2.67797190e-06
-4.00000000e-02;1.35114841e-06;-1.32251868e-06;2.67713833e-06
-4.40000000e-02;1.34838004e-06;-1.32310346e-06;2.67373140e-06
-4.80000000e-02;1.34593622e-06;-1.32362027e-06;2.66885127e-06
-5.20000000e-02;1.34377911e-06;-1.32407727e-06;2.66802228e-06
-5.60000000e-02;1.34187530e-06;-1.32448171e-06;2.66715529e-06
-6.00000000e-02;1.34019540e-06;-1.32484011e-06;2.66559481e-06
-6.40000000e-02;1.33871354e-06;-1.32515833e-06;2.66149514e-06
-6.80000000e-02;1.33740699e-06;-1.32544173e-06;2.65959524e-06
-7.20000000e-02;1.33625589e-06;-1.32569530e-06;2.66216932e-06
-7.60000000e-02;1.33524291e-06;-1.32592374e-06;2.66446313e-06
-8.00000000e-02;1.33435310e-06;-1.32613168e-06;2.66111001e-06
-8.40000000e-02;1.33357370e-06;-1.32632379e-06;2.66184827e-06
-8.80000000e-02;1.33289403e-06;-1.32650504e-06;2.65985875e-06
-9.20000000e-02;1.33230551e-06;-1.32668096e-06;2.65923253e-06
-9.60000000e-02;1.33180168e-06;-1.32685797e-06;2.65644623e-06
-1.00000000e-01;1.33137838e-06;-1.32704387e-06;2.66135611e-06
-1.04000000e-01;1.33103405e-06;-1.32724844e-06;2.65651213e-06
-1.08000000e-01;1.33077017e-06;-1.32748424e-06;2.65909812e-06
-1.12000000e-01;1.33059197e-06;-1.32776778e-06;2.65874291e-06
-1.16000000e-01;1.33050941e-06;-1.32812094e-06;2.65578916e-06
-1.20000000e-01;1.33053857e-06;-1.32857309e-06;2.66015795e-06
-1.24000000e-01;1.33070359e-06;-1.32916378e-06;2.65805876e-06
-1.28000000e-01;1.33103932e-06;-1.32994654e-06;2.66380344e-06
-1.32000000e-01;1.33159498e-06;-1.33099391e-06;2.66440769e-06
-1.36000000e-01;1.33243913e-06;-1.33240430e-06;2.66430872e-06
-1.40000000e-01;1.33366639e-06;-1.33431122e-06;2.66721317e-06
-1.44000000e-01;1.33540654e-06;-1.33689545e-06;2.67202398e-06
-1.48000000e-01;1.33783661e-06;-1.34040098e-06;2.67989908e-06
-1.52000000e-01;1.34119659e-06;-1.34515493e-06;2.68622885e-06
-1.56000000e-01;1.34580912e-06;-1.35159083e-06;2.70204210e-06
-1.60000000e-01;1.35210256e-06;-1.36027332e-06;2.70953993e-06
-1.64000000e-01;1.36063523e-06;-1.37191998e-06;2.73319180e-06
-1.68000000e-01;1.37211680e-06;-1.38741476e-06;2.76433178e-06
-1.72000000e-01;1.38742106e-06;-1.40780704e-06;2.79032745e-06
-1.76000000e-01;1.40758407e-06;-1.43429149e-06;2.84084482e-06
-1.80000000e-01;1.43378282e-06;-1.46816671e-06;2.90291714e-06
-1.84000000e-01;1.46729220e-06;-1.51077333e-06;2.97405953e-06
-1.88000000e-01;1.50942061e-06;-1.56341386e-06;3.07535050e-06
