E_step_V;I_forward_A;I_reverse_A;I_net_A
0.00000000e+00;2.45433527e-06;-2.42941136e-06;4.88302779e-06
-4.00000000e-03;2.45192478e-06;-2.42991959e-06;4.88195945e-06
-8.00000000e-03;2.44979644e-06;-2.43036836e-06;4.87752508e-06
-1.20000000e-02;2.44791740e-06;-2.43076463e-06;4.87693572e-06
-1.60000000e-02;2.44625848e-06;-2.43111459e-06;4.87642740e-06
-2.00000000e-02;2.44479393e-06;-2.43142368e-06;4.87593979e-06
-2.40000000e-02;2.44350102e-06;-2.43169675e-06;4.87612007e-06
-2.80000000e-02;2.44235969e-06;-2.43193806e-06;4.87443834e-06
-3.20000000e-02;2.44135224e-06;-2.43215143e-06;4.87297031e-06
-3.60000000e-02;2.44046309e-06;-2.43234023e-06;4.87240651e-06
-4.00000000e-02;2.43967850e-06;-2.43250751e-06;4.87191392e-06
-4.40000000e-02;2.43898637e-06;-2.43265599e-06;4.87125237e-06
-4.80000000e-02;2.43837608e-06;-2.43278817e-06;4.87017166e-06
-5.20000000e-02;2.43783834e-06;-2.43290636e-06;4.86983156e-06
-5.60000000e-02;2.43736505e-06;-2.43301273e-06;4.87029760e-06
-6.00000000e-02;2.43694920e-06;-2.43310940e-06;4.86970827e-06
-6.40000000e-02;2.43658479e-06;-2.43319853e-06;4.86855450e-06
-6.80000000e-02;2.43626680e-06;-2.43328237e-06;4.86975569e-06
-7.20000000e-02;2.43599117e-06;-2.43336343e-06;4.86970266e-06
-7.60000000e-02;2.43575480e-06;-2.43344461e-06;4.86842172e-06
-8.00000000e-02;2.43555565e-06;-2.43352939e-06;4.86859053e-06
-8.40000000e-02;2.43539283e-06;-2.43362215e-06;4.86909593e-06
-8.80000000e-02;2.43526685e-06;-2.43372850e-06;4.87045141e-06
-9.20000000e-02;2.43517989e-06;-2.43385576e-06;4.86724249e-06
-9.60000000e-02;2.43513623e-06;-2.43401369e-06;4.86872191e-06
-1.00000000e-01;2.43514291e-06;-2.43421533e-06;4.87209757e-06
-1.04000000e-01;2.43521054e-06;-2.43447828e-06;4.86898934e-06
-1.08000000e-01;2.43535452e-06;-2.43482636e-06;4.86846675e-06
-1.12000000e-01;2.43559669e-06;-2.43529191e-06;4.87138642e-06
-1.16000000e-01;2.43596751e-06;-2.43591884e-06;4.87179334e-06
-1.20000000e-01;2.43650918e-06;-2.43676677e-06;4.87423369e-06
-1.24000000e-01;2.43727959e-06;-2.43791635e-06;4.87534494e-06
-1.28000000e-01;2.43835764e-06;-2.43947575e-06;4.87746165e-06
-1.32000000e-01;2.43984972e-06;-2.44158832e-06;4.88234231e-06
-1.36000000e-01;2.44189714e-06;-2.44444046e-06;4.88558350e-06
-1.40000000e-01;2.44468395e-06;-2.44826892e-06;4.89193805e-06
-1.44000000e-01;2.44844409e-06;-2.45336652e-06;4.89976754e-06
-1.48000000e-01;2.45346682e-06;-2.46008543e-06;4.91465952e-06
-1.52000000e-01;2.46009978e-06;-2.46883803e-06;4.92692875e-06
-1.56000000e-01;2.46874938e-06;-2.48009589e-06;4.94867267e-06
-1.60000000e-01;2.47987917e-06;-2.49438795e-06;4.97609250e-06
-1.64000000e-01;2.49400688e-06;-2.51229880e-06;5.00651815e-06
-1.68000000e-01;2.51170022e-06;-2.53446741e-06;5.04531981e-06
-1.72000000e-01;2.53357012e-06;-2.56158520e-06;5.09703447e-06
-1.76000000e-01;2.56025676e-06;-2.59439056e-06;5.15696495e-06
-1.80000000e-01;2.59240282e-06;-2.63365672e-06;5.22460457e-06
-1.84000000e-01;2.63060941e-06;-2.68017094e-06;5.30937504e-06
-1.88000000e-01;2.67537826e-06;-2.73470616e-06;5.40680693e-06
-1.92000000e-01;2.72705199e-06;-2.79798712e-06;5.52482589e-06
-1.96000000e-01;2.78576579e-06;-2.87064818e-06;5.65508323e-06
-2.00000000e-01;2.85141299e-06;-2.95317076e-06;5.80586309e-06
-2.04000000e-01;2.92361016e-06;-3.04577874e-06;5.96841669e-06
-2.08000000e-01;3.00163849e-06;-3.14826888e-06;6.15087661e-06
-2.12000000e-01;3.08434712e-06;-3.25976198e-06;6.34591119e-06
-2.16000000e-01;3.17002492e-06;-3.37838107e-06;6.54819363e-06
-2.20000000e-01;3.25627052e-06;-3.50089415e-06;6.76008263e-06
-2.24000000e-01;3.33990922e-06;-3.62240391e-06;6.96057729e-06
-2.28000000e-01;3.41701691e-06;-3.73622013e-06;7.15416088e-06
-2.32000000e-01;3.48311043e-06;-3.83409447e-06;7.31563420e-06
-2.36000000e-01;3.53354334e-06;-3.90699168e-06;7.44164985e-06
-2.40000000e-01;3.56409688e-06;-3.94646423e-06;7.51281292e-06
-2.44000000e-01;3.57168063e-06;-3.94645875e-06;7.51776683e-06
-2.48000000e-01;3.55497864e-06;-3.90506601e-06;7.46109885e-06
-2.52000000e-01;3.51483704e-06;-3.82550647e-06;7.34171993e-06
-2.56000000e-01;3.45423065e-06;-3.71575583e-06;7.16926243e-06
-2.60000000e-01;3.37777602e-06;-3.58675481e-06;6.96526228e-06
-2.64000000e-01;3.29092494e-06;-3.44986593e-06;6.74091550e-06
-2.68000000e-01;3.19908845e-06;-3.31462918e-06;6.51389783e-06
