run_id;RF;Ni_pct;Cu_pct;contamination;k0_eff;Gamma_eff;Au_fraction;I_peak_nA;E_peak_V;FWHM_mV;I_baseline_uA;sigma_baseline_nA;SNR;R2_gaussian;baseline_ratio_pct;status;output_dir;frequency;R_u;IR_drop_mV;K_dimensionless;swv_png;components_png;baseline_png;data_csv
165;5.0;5;0;0.3;15.06;5.2e-08;0.65;1841.3301;-0.244;60.0;6.1057;12.81;143.8;0.9983;76.8;OK;165_RF5.0_Ni5_Cu0_C0;25.0;0.0;0.0;0.6024;165_RF5.0_Ni5_Cu0_C0/deliverables/165_RF5.0_Ni5_Cu0_C0_SWV_curve.png;165_RF5.0_Ni5_Cu0_C0/deliverables/165_RF5.0_Ni5_Cu0_C0_components.png;165_RF5.0_Ni5_Cu0_C0/deliverables/165_RF5.0_Ni5_Cu0_C0_baseline_zoom.png;165_RF5.0_Ni5_Cu0_C0/swv_data.csv
166;5.0;5;2;0.0;15.06;7.44e-08;0.93;3798.2836;-0.244;60.0;6.4355;12.57;302.3;0.9985;62.9;OK;166_RF5.0_Ni5_Cu2_C0;25.0;0.0;0.0;0.6024;166_RF5.0_Ni5_Cu2_C0/deliverables/166_RF5.0_Ni5_Cu2_C0_SWV_curve.png;166_RF5.0_Ni5_Cu2_C0/deliverables/166_RF5.0_Ni5_Cu2_C0_components.png;166_RF5.0_Ni5_Cu2_C0/deliverables/166_RF5.0_Ni5_Cu2_C0_baseline_zoom.png;166_RF5.0_Ni5_Cu2_C0/swv_data.csv
167;5.0;5;2;0.1;15.06;6.64e-08;0.83;3046.3426;-0.244;60.0;6.4357;13.51;225.5;0.9985;67.9;OK;167_RF5.0_Ni5_Cu2_C0;25.0;0.0;0.0;0.6024;167_RF5.0_Ni5_Cu2_C0/deliverables/167_RF5.0_Ni5_Cu2_C0_SWV_curve.png;167_RF5.0_Ni5_Cu2_C0/deliverables/167_RF5.0_Ni5_Cu2_C0_components.png;167_RF5.0_Ni5_Cu2_C0/deliverables/167_RF5.0_Ni5_Cu2_C0_baseline_zoom.png;167_RF5.0_Ni5_Cu2_C0/swv_data.csv
168;5.0;5;2;0.3;15.06;5.04e-08;0.63;1787.4518;-0.24;60.0;6.4353;14.01;127.5;0.9983;78.3;OK;168_RF5.0_Ni5_Cu2_C0;25.0;0.0;0.0;0.6024;168_RF5.0_Ni5_Cu2_C0/deliverables/168_RF5.0_Ni5_Cu2_C0_SWV_curve.png;168_RF5.0_Ni5_Cu2_C0/deliverables/168_RF5.0_Ni5_Cu2_C0_components.png;168_RF5.0_Ni5_Cu2_C0/deliverables/168_RF5.0_Ni5_Cu2_C0_baseline_zoom.png;168_RF5.0_Ni5_Cu2_C0/swv_data.csv
169;5.0;5;5;0.0;15.06;7.2e-08;0.9;3672.4865;-0.24;60.0;6.9326;14.02;261.9;0.9985;65.4;OK;169_RF5.0_Ni5_Cu5_C0;25.0;0.0;0.0;0.6024;169_RF5.0_Ni5_Cu5_C0/deliverables/169_RF5.0_Ni5_Cu5_C0_SWV_curve.png;169_RF5.0_Ni5_Cu5_C0/deliverables/169_RF5.0_Ni5_Cu5_C0_components.png;169_RF5.0_Ni5_Cu5_C0/deliverables/169_RF5.0_Ni5_Cu5_C0_baseline_zoom.png;169_RF5.0_Ni5_Cu5_C0/swv_data.csv
170;5.0;5;5;0.1;15.06;6.4e-08;0.8;2940.6969;-0.24;60.0;6.9329;13.79;213.2;0.9984;70.2;OK;170_RF5.0_Ni5_Cu5_C0;25.0;0.0;0.0;0.6024;170_RF5.0_Ni5_Cu5_C0/deliverables/170_RF5.0_Ni5_Cu5_C0_SWV_curve.png;170_RF5.0_Ni5_Cu5_C0/deliverables/170_RF5.0_Ni5_Cu5_C0_components.png;170_RF5.0_Ni5_Cu5_C0/deliverables/170_RF5.0_Ni5_Cu5_C0_baseline_zoom.png;170_RF5.0_Ni5_Cu5_C0/swv_data.csv
171;5.0;5;5;0.3;15.06;4.8e-08;0.6;1712.6547;-0.244;60.0;6.9331;14.63;117.1;0.9981;80.2;OK;171_RF5.0_Ni5_Cu5_C0;25.0;0.0;0.0;0.6024;171_RF5.0_Ni5_Cu5_C0/deliverables/171_RF5.0_Ni5_Cu5_C0_SWV_curve.png;171_RF5.0_Ni5_Cu5_C0/deliverables/171_RF5.0_Ni5_Cu5_C0_components.png;171_RF5.0_Ni5_Cu5_C0/deliverables/171_RF5.0_Ni5_Cu5_C0_baseline_zoom.png;171_RF5.0_Ni5_Cu5_C0/swv_data.csv
172;5.0;10;0;0.0;15.06;7.2e-08;0.9;3657.7262;-0.244;60.0;6.678;28.7;127.4;0.9983;64.6;OK;172_RF5.0_Ni10_Cu0_C0;25.0;0.0;0.0;0.6024;172_RF5.0_Ni10_Cu0_C0/deliverables/172_RF5.0_Ni10_Cu0_C0_SWV_curve.png;172_RF5.0_Ni10_Cu0_C0/deliverables/172_RF5.0_Ni10_Cu0_C0_components.png;172_RF5.0_Ni10_Cu0_C0/deliverables/172_RF5.0_Ni10_Cu0_C0_baseline_zoom.png;172_RF5.0_Ni10_Cu0_C0/swv_data.csv
173;5.0;10;0;0.1;15.06;6.4e-08;0.8;2922.3339;-0.24;60.0;6.6761;27.15;107.6;0.9981;69.5;OK;173_RF5.0_Ni10_Cu0_C0;25.0;0.0;0.0;0.6024;173_RF5.0_Ni10_Cu0_C0/deliverables/173_RF5.0_Ni10_Cu0_C0_SWV_curve.png;173_RF5.0_Ni10_Cu0_C0/deliverables/173_RF5.0_Ni10_Cu0_C0_components.png;173_RF5.0_Ni10_Cu0_C0/deliverables/173_RF5.0_Ni10_Cu0_C0_baseline_zoom.png;173_RF5.0_Ni10_Cu0_C0/swv_data.csv
174;5.0;10;0;0.3;15.06;4.8e-08;0.6;1686.6496;-0.244;60.0;6.6778;29.09;58.0;0.9966;79.8;OK;174_RF5.0_Ni10_Cu0_C0;25.0;0.0;0.0;0.6024;174_RF5.0_Ni10_Cu0_C0/deliverables/174_RF5.0_Ni10_Cu0_C0_SWV_curve.png;174_RF5.0_Ni10_Cu0_C0/deliverables/174_RF5.0_Ni10_Cu0_C0_components.png;174_RF5.0_Ni10_Cu0_C0/deliverables/174_RF5.0_Ni10_Cu0_C0_baseline_zoom.png;174_RF5.0_Ni10_Cu0_C0/swv_data.csv
175;5.0;10;2;0.0;15.06;7.04e-08;0.88;3574.9591;-0.244;60.0;7.0075;26.91;132.8;0.9982;66.2;OK;175_RF5.0_Ni10_Cu2_C0;25.0;0.0;0.0;0.6024;175_RF5.0_Ni10_Cu2_C0/deliverables/175_RF5.0_Ni10_Cu2_C0_SWV_curve.png;175_RF5.0_Ni10_Cu2_C0/deliverables/175_RF5.0_Ni10_Cu2_C0_components.png;175_RF5.0_Ni10_Cu2_C0/deliverables/175_RF5.0_Ni10_Cu2_C0_baseline_zoom.png;175_RF5.0_Ni10_Cu2_C0/swv_data.csv
176;5.0;10;2;0.1;15.06;6.24e-08;0.78;2843.2814;-0.24;60.0;7.0067;29.12;97.6;0.9979;71.1;OK;176_RF5.0_Ni10_Cu2_C0;25.0;0.0;0.0;0.6024;176_RF5.0_Ni10_Cu2_C0/deliverables/176_RF5.0_Ni10_Cu2_C0_SWV_curve.png;176_RF5.0_Ni10_Cu2_C0/deliverables/176_RF5.0_Ni10_Cu2_C0_components.png;176_RF5.0_Ni10_Cu2_C0/deliverables/176_RF5.0_Ni10_Cu2_C0_baseline_zoom.png;176_RF5.0_Ni10_Cu2_C0/swv_data.csv
177;5.0;10;2;0.3;15.06;4.64e-08;0.58;1640.0171;-0.244;60.0;7.0084;27.98;58.6;0.9967;81.0;OK;177_RF5.0_Ni10_Cu2_C0;25.0;0.0;0.0;0.6024;177_RF5.0_Ni10_Cu2_C0/deliverables/177_RF5.0_Ni10_Cu2_C0_SWV_curve.png;177_RF5.0_Ni10_Cu2_C0/deliverables/177_RF5.0_Ni10_Cu2_C0_components.png;177_RF5.0_Ni10_Cu2_C0/deliverables/177_RF5.0_Ni10_Cu2_C0_baseline_zoom.png;177_RF5.0_Ni10_Cu2_C0/swv_data.csv
178;5.0;10;5;0.0;15.06;6.8e-08;0.85;3450.5809;-0.244;60.0;7.5078;27.17;127.0;0.9982;68.5;OK;178_RF5.0_Ni10_Cu5_C0;25.0;0.0;0.0;0.6024;178_RF5.0_Ni10_Cu5_C0/deliverables/178_RF5.0_Ni10_Cu5_C0_SWV_curve.png;178_RF5.0_Ni10_Cu5_C0/deliverables/178_RF5.0_Ni10_Cu5_C0_components.png;178_RF5.0_Ni10_Cu5_C0/deliverables/178_RF5.0_Ni10_Cu5_C0_baseline_zoom.png;178_RF5.0_Ni10_Cu5_C0/swv_data.csv
179;5.0;10;5;0.1;15.06;6e-08;0.75;2730.6107;-0.244;60.0;7.5085;28.17;96.9;0.998;73.3;OK;179_RF5.0_Ni10_Cu5_C0;25.0;0.0;0.0;0.6024;179_RF5.0_Ni10_Cu5_C0/deliverables/179_RF5.0_Ni10_Cu5_C0_SWV_curve.png;179_RF5.0_Ni10_Cu5_C0/deliverables/179_RF5.0_Ni10_Cu5_C0_components.png;179_RF5.0_Ni10_Cu5_C0/deliverables/179_RF5.0_Ni10_Cu5_C0_baseline_zoom.png;179_RF5.0_Ni10_Cu5_C0/swv_data.csv
180;5.0;10;5;0.3;15.06;4.4e-08;0.55;1537.9528;-0.24;60.0;7.5068;28.87;53.3;0.9965;83.0;OK;180_RF5.0_Ni10_Cu5_C0;25.0;0.0;0.0;0.6024;180_RF5.0_Ni10_Cu5_C0/deliverables/180_RF5.0_Ni10_Cu5_C0_SWV_curve.png;180_RF5.0_Ni10_Cu5_C0/deliverables/180_RF5.0_Ni10_Cu5_C0_components.png;180_RF5.0_Ni10_Cu5_C0/deliverables/180_RF5.0_Ni10_Cu5_C0_baseline_zoom.png;180_RF5.0_Ni10_Cu5_C0/swv_data.csv
