E_step_V;I_forward_A;I_reverse_A;I_net_A
0.00000000e+00;3.14411108e-06;-3.02069926e-06;6.16664391e-06
-4.00000000e-03;3.13217813e-06;-3.02321579e-06;6.15490347e-06
-8.00000000e-03;3.12164202e-06;-3.02543771e-06;6.14888989e-06
-1.20000000e-02;3.11233928e-06;-3.02739952e-06;6.14557557e-06
-1.60000000e-02;3.10412563e-06;-3.02913172e-06;6.13073865e-06
-2.00000000e-02;3.09687365e-06;-3.03066123e-06;6.12530566e-06
-2.40000000e-02;3.09047084e-06;-3.03201184e-06;6.12557163e-06
-2.80000000e-02;3.08481787e-06;-3.03320459e-06;6.11815799e-06
-3.20000000e-02;3.07982706e-06;-3.03425806e-06;6.12002503e-06
-3.60000000e-02;3.07542098e-06;-3.03518871e-06;6.10672055e-06
-4.00000000e-02;3.07153135e-06;-3.03601112e-06;6.10440813e-06
-4.40000000e-02;3.06809790e-06;-3.03673823e-06;6.10493800e-06
-4.80000000e-02;3.06506750e-06;-3.03738159e-06;6.10060543e-06
-5.20000000e-02;3.06239332e-06;-3.03795150e-06;6.10732121e-06
-5.60000000e-02;3.06003416e-06;-3.03845727e-06;6.09878016e-06
-6.00000000e-02;3.05795384e-06;-3.03890734e-06;6.09260550e-06
-6.40000000e-02;3.05612062e-06;-3.03930954e-06;6.09761679e-06
-6.80000000e-02;3.05450688e-06;-3.03967123e-06;6.08904163e-06
-7.20000000e-02;3.05308866e-06;-3.03999957e-06;6.09577811e-06
-7.60000000e-02;3.05184545e-06;-3.04030175e-06;6.09061959e-06
-8.00000000e-02;3.05076003e-06;-3.04058533e-06;6.08856288e-06
-8.40000000e-02;3.04981837e-06;-3.04085863e-06;6.08941679e-06
-8.80000000e-02;3.04900974e-06;-3.04113120e-06;6.08511148e-06
-9.20000000e-02;3.04832685e-06;-3.04141458e-06;6.08651793e-06
-9.60000000e-02;3.04776633e-06;-3.04172309e-06;6.08535489e-06
-1.00000000e-01;3.04732933e-06;-3.04207509e-06;6.09223035e-06
-1.04000000e-01;3.04702252e-06;-3.04249457e-06;6.09282935e-06
-1.08000000e-01;3.04685951e-06;-3.04301329e-06;6.08545174e-06
-1.12000000e-01;3.04686283e-06;-3.04367379e-06;6.08780901e-06
-1.16000000e-01;3.04706674e-06;-3.04453334e-06;6.09139705e-06
-1.20000000e-01;3.04752107e-06;-3.04566935e-06;6.09735526e-06
-1.24000000e-01;3.04829644e-06;-3.04718654e-06;6.09537957e-06
-1.28000000e-01;3.04949128e-06;-3.04922623e-06;6.09845126e-06
-1.32000000e-01;3.05124103e-06;-3.05197792e-06;6.10211601e-06
-1.36000000e-01;3.05372941e-06;-3.05569263e-06;6.10483099e-06
-1.40000000e-01;3.05720166e-06;-3.06069696e-06;6.11769426e-06
-1.44000000e-01;3.06197828e-06;-3.06740613e-06;6.13009492e-06
-1.48000000e-01;3.06846778e-06;-3.07633398e-06;6.14331803e-06
-1.52000000e-01;3.07717624e-06;-3.08809810e-06;6.16622762e-06
-1.56000000e-01;3.08871194e-06;-3.10342160e-06;6.19591688e-06
-1.60000000e-01;3.10378631e-06;-3.12312807e-06;6.22430571e-06
-1.64000000e-01;3.12320785e-06;-3.14813650e-06;6.27392400e-06
-1.68000000e-01;3.14787509e-06;-3.17945440e-06;6.33077964e-06
-1.72000000e-01;3.17876568e-06;-3.21817065e-06;6.39722438e-06
-1.76000000e-01;3.21692009e-06;-3.26544596e-06;6.47634129e-06
-1.80000000e-01;3.26341241e-06;-3.32249557e-06;6.59280267e-06
-1.84000000e-01;3.31929722e-06;-3.39055710e-06;6.70830639e-06
-1.88000000e-01;3.38552360e-06;-3.47083825e-06;6.85996547e-06
-1.92000000e-01;3.46281998e-06;-3.56444285e-06;7.02709673e-06
-1.96000000e-01;3.55156930e-06;-3.67227630e-06;7.22210126e-06
-2.00000000e-01;3.65169609e-06;-3.79492317e-06;7.44545816e-06
-2.04000000e-01;3.76257869e-06;-3.93247954e-06;7.69575978e-06
-2.08000000e-01;3.88295979e-06;-4.08430621e-06;7.97523693e-06
-2.12000000e-01;4.01082949e-06;-4.24867953e-06;8.26470041e-06
-2.16000000e-01;4.14326561e-06;-4.42234480e-06;8.56446923e-06
-2.20000000e-01;4.27626306e-06;-4.60003310e-06;8.87735229e-06
-2.24000000e-01;4.40462814e-06;-4.77407689e-06;9.17474643e-06
-2.28000000e-01;4.52204232e-06;-4.93433889e-06;9.45295100e-06
-2.32000000e-01;4.62139830e-06;-5.06871791e-06;9.69293554e-06
-2.36000000e-01;4.69546890e-06;-5.16445359e-06;9.86036928e-06
-2.40000000e-01;4.73787752e-06;-5.21024873e-06;9.94674859e-06
-2.44000000e-01;4.74421026e-06;-5.19884872e-06;9.94347906e-06
-2.48000000e-01;4.71298696e-06;-5.12928128e-06;9.84210987e-06
-2.52000000e-01;4.64616365e-06;-5.00775821e-06;9.64991373e-06
-2.56000000e-01;4.54893449e-06;-4.84658055e-06;9.39412021e-06
-2.60000000e-01;4.42883213e-06;-4.66127550e-06;9.08913201e-06
-2.64000000e-01;4.29439460e-06;-4.46711966e-06;8.75973975e-06
-2.68000000e-01;4.15382352e-06;-4.27645533e-06;8.42764133e-06
-2.72000000e-01;4.01401082e-06;-4.09757567e-06;8.11307597e-06
-2.76000000e-01;3.88009913e-06;-3.93500657e-06;7.81368756e-06
-2.80000000e-01;3.75550762e-06;-3.79048419e-06;7.54800452e-06
-2.84000000e-01;3.64222513e-06;-3.66399564e-06;7.29857038e-06
-2.88000000e-01;3.54117474e-06;-3.55457685e-06;7.08713364e-06
-2.92000000e-01;3.45252918e-06;-3.46083065e-06;6.91695759e-06
-2.96000000e-01;3.37594443e-06;-3.38121627e-06;6.75853870e-06
-3.00000000e-01;3.31072119e-06;-3.31419930e-06;6.62075100e-06
-3.04000000e-01;3.25592757e-06;-3.25831519e-06;6.51698426e-06
-3.08000000e-01;3.21049964e-06;-3.21218995e-06;6.42176824e-06
-3.12000000e-01;3.17332371e-06;-3.17454278e-06;6.35059332e-06
-3.16000000e-01;3.14329705e-06;-3.14418409e-06;6.28904061e-06
-3.20000000e-01;3.11936666e-06;-3.12001426e-06;6.23101301e-06
-3.24000000e-01;3.10055165e-06;-3.10102485e-06;6.20069519e-06
-3.28000000e-01;3.08595641e-06;-3.08630216e-06;6.17647813e-06
-3.32000000e-01;3.07477943e-06;-3.07503196e-06;6.15694849e-06
-3.36000000e-01;3.06632056e-06;-3.06650490e-06;6.13073520e-06
-3.40000000e-01;3.05998281e-06;-3.06011729e-06;6.12257949e-06
-3.44000000e-01;3.05527229e-06;-3.05537031e-06;6.11059795e-06
-3.48000000e-01;3.05179172e-06;-3.05186310e-06;6.10105701e-06
-3.52000000e-01;3.04922996e-06;-3.04928187e-06;6.09587575e-06
-3.56000000e-01;3.04734885e-06;-3.04738655e-06;6.09569241e-06
-3.60000000e-01;3.04596927e-06;-3.04599660e-06;6.09111593e-06
-3.64000000e-01;3.04495814e-06;-3.04497790e-06;6.09062402e-06
-3.68000000e-01;3.04421724e-06;-3.04423150e-06;6.09378591e-06
-3.72000000e-01;3.04367444e-06;-3.04368469e-06;6.09158385e-06
-3.76000000e-01;3.04327680e-06;-3.04328413e-06;6.08756563e-06
-3.80000000e-01;3.04298550e-06;-3.04299071e-06;6.08399196e-06
-3.84000000e-01;3.04277211e-06;-3.04277579e-06;6.08170825e-06
-3.88000000e-01;3.04261579e-06;-3.04261837e-06;6.08714323e-06
-3.92000000e-01;3.04250129e-06;-3.04250307e-06;6.08770835e-06
-3.96000000e-01;3.04241741e-06;-3.04241862e-06;6.08962967e-06
-4.00000000e-01;3.04235596e-06;-3.04235677e-06;6.08494754e-06
-4.04000000e-01;3.04231095e-06;-3.04231146e-06;6.08327397e-06
-4.08000000e-01;3.04227797e-06;-3.04227828e-06;6.08410256e-06
-4.12000000e-01;3.04225381e-06;-3.04225398e-06;6.08379800e-06
-4.16000000e-01;3.04223611e-06;-3.04223619e-06;6.07938572e-06
-4.20000000e-01;3.04222314e-06;-3.04222315e-06;6.08354382e-06
-4.24000000e-01;3.04221363e-06;-3.04221361e-06;6.09011611e-06
