METRIQUES SWV
========================================
I_peak_A: 3.720376e-06
I_peak_nA: 3.720376e+03
I_peak_raw_uA: 7.382917e+00
E_peak_V: -2.400000e-01
I_baseline_uA: 3.662145e+00
sigma_baseline_nA: 8.634959e+00
SNR: 4.308504e+02
FWHM_V: 5.600000e-02
FWHM_mV: 5.600000e+01
FWHM_ideal_mV: 4.521658e+01
R2_gaussian: 9.990352e-01
baseline_ratio_pct: 4.960296e+01
IR_drop_mV: 0.000000e+00
K_dimensionless: 1.097623e+00
frequency_Hz: 25
R_u_Ohm: 0
