E_step_V;I_forward_A;I_reverse_A;I_net_A
0.00000000e+00;1.10625000e-06;-1.10625015e-06;2.21083138e-06
-4.00000000e-03;1.10625015e-06;-1.10625021e-06;2.21279355e-06
-8.00000000e-03;1.10625020e-06;-1.10625028e-06;2.21436151e-06
-1.20000000e-02;1.10625028e-06;-1.10625038e-06;2.21014924e-06
-1.60000000e-02;1.10625038e-06;-1.10625052e-06;2.21154504e-06
-2.00000000e-02;1.10625052e-06;-1.10625071e-06;2.21136867e-06
-2.40000000e-02;1.10625071e-06;-1.10625097e-06;2.21263266e-06
-2.80000000e-02;1.10625097e-06;-1.10625133e-06;2.21275771e-06
-3.20000000e-02;1.10625132e-06;-1.10625182e-06;2.21061830e-06
-3.60000000e-02;1.10625180e-06;-1.10625248e-06;2.21290565e-06
-4.00000000e-02;1.10625246e-06;-1.10625339e-06;2.21353141e-06
-4.40000000e-02;1.10625336e-06;-1.10625462e-06;2.21527484e-06
-4.80000000e-02;1.10625459e-06;-1.10625631e-06;2.21238086e-06
-5.20000000e-02;1.10625627e-06;-1.10625862e-06;2.21423602e-06
-5.60000000e-02;1.10625855e-06;-1.10626177e-06;2.21213995e-06
-6.00000000e-02;1.10626168e-06;-1.10626607e-06;2.21055449e-06
-6.40000000e-02;1.10626595e-06;-1.10627194e-06;2.21336117e-06
-6.80000000e-02;1.10627177e-06;-1.10627995e-06;2.21047910e-06
-7.20000000e-02;1.10627972e-06;-1.10629089e-06;2.21342811e-06
-7.60000000e-02;1.10629058e-06;-1.10630583e-06;2.21332345e-06
-8.00000000e-02;1.10630541e-06;-1.10632623e-06;2.21414812e-06
-8.40000000e-02;1.10632565e-06;-1.10635407e-06;2.21132515e-06
-8.80000000e-02;1.10635328e-06;-1.10639209e-06;2.21297180e-06
-9.20000000e-02;1.10639101e-06;-1.10644400e-06;2.21247243e-06
-9.60000000e-02;1.10644252e-06;-1.10651486e-06;2.21443884e-06
-1.00000000e-01;1.10651284e-06;-1.10661160e-06;2.21570591e-06
-1.04000000e-01;1.10660885e-06;-1.10674367e-06;2.21306593e-06
-1.08000000e-01;1.10673992e-06;-1.10692397e-06;2.21147631e-06
-1.12000000e-01;1.10691885e-06;-1.10717010e-06;2.21286639e-06
-1.16000000e-01;1.10716309e-06;-1.10750605e-06;2.21450878e-06
-1.20000000e-01;1.10749649e-06;-1.10796458e-06;2.21325230e-06
-1.24000000e-01;1.10795153e-06;-1.10859034e-06;2.21979563e-06
-1.28000000e-01;1.10857252e-06;-1.10944417e-06;2.22160869e-06
-1.32000000e-01;1.10941984e-06;-1.11060894e-06;2.21927040e-06
-1.36000000e-01;1.11057571e-06;-1.11219736e-06;2.22411791e-06
-1.40000000e-01;1.11215200e-06;-1.11436258e-06;2.22710275e-06
-1.44000000e-01;1.11430063e-06;-1.11731205e-06;2.23339645e-06
-1.48000000e-01;1.11722746e-06;-1.12132564e-06;2.24106486e-06
-1.52000000e-01;1.12121013e-06;-1.12677797e-06;2.24776975e-06
-1.56000000e-01;1.12662022e-06;-1.13416291e-06;2.26301208e-06
-1.60000000e-01;1.13394745e-06;-1.14412411e-06;2.27651536e-06
