E_step_V;I_forward_A;I_reverse_A;I_net_A
0.00000000e+00;6.63749998e-06;-6.63750086e-06;1.32726857e-05
-4.00000000e-03;6.63750086e-06;-6.63750118e-06;1.32755816e-05
-8.00000000e-03;6.63750117e-06;-6.63750161e-06;1.32765645e-05
-1.20000000e-02;6.63750160e-06;-6.63750220e-06;1.32760917e-05
-1.60000000e-02;6.63750218e-06;-6.63750300e-06;1.32730824e-05
-2.00000000e-02;6.63750298e-06;-6.63750410e-06;1.32771491e-05
-2.40000000e-02;6.63750407e-06;-6.63750560e-06;1.32764126e-05
-2.80000000e-02;6.63750556e-06;-6.63750765e-06;1.32764232e-05
-3.20000000e-02;6.63750759e-06;-6.63751044e-06;1.32765082e-05
-3.60000000e-02;6.63751036e-06;-6.63751426e-06;1.32772333e-05
-4.00000000e-02;6.63751415e-06;-6.63751946e-06;1.32795196e-05
-4.40000000e-02;6.63751932e-06;-6.63752657e-06;1.32738229e-05
-4.80000000e-02;6.63752637e-06;-6.63753628e-06;1.32751571e-05
-5.20000000e-02;6.63753601e-06;-6.63754954e-06;1.32785940e-05
-5.60000000e-02;6.63754916e-06;-6.63756763e-06;1.32724408e-05
-6.00000000e-02;6.63756712e-06;-6.63759234e-06;1.32758106e-05
-6.40000000e-02;6.63759164e-06;-6.63762607e-06;1.32738395e-05
-6.80000000e-02;6.63762512e-06;-6.63767213e-06;1.32752576e-05
-7.20000000e-02;6.63767082e-06;-6.63773501e-06;1.32763553e-05
-7.60000000e-02;6.63773323e-06;-6.63782087e-06;1.32716919e-05
-8.00000000e-02;6.63781843e-06;-6.63793809e-06;1.32737716e-05
-8.40000000e-02;6.63793475e-06;-6.63809812e-06;1.32732219e-05
-8.80000000e-02;6.63809357e-06;-6.63831662e-06;1.32759480e-05
-9.20000000e-02;6.63831041e-06;-6.63861492e-06;1.32755476e-05
-9.60000000e-02;6.63860644e-06;-6.63902218e-06;1.32806588e-05
-1.00000000e-01;6.63901060e-06;-6.63957813e-06;1.32773824e-05
-1.04000000e-01;6.63956232e-06;-6.64033689e-06;1.32833266e-05
-1.08000000e-01;6.64031531e-06;-6.64137188e-06;1.32808747e-05
-1.12000000e-01;6.64134241e-06;-6.64278195e-06;1.32846672e-05
-1.16000000e-01;6.64274171e-06;-6.64469862e-06;1.32875200e-05
-1.20000000e-01;6.64464368e-06;-6.64729381e-06;1.32919605e-05
-1.24000000e-01;6.64721881e-06;-6.65078733e-06;1.32957518e-05
-1.28000000e-01;6.65068493e-06;-6.65545303e-06;1.33068074e-05
-1.32000000e-01;6.65531321e-06;-6.66162305e-06;1.33177041e-05
-1.36000000e-01;6.66143216e-06;-6.66969004e-06;1.33315979e-05
-1.40000000e-01;6.66942940e-06;-6.68010778e-06;1.33507800e-05
-1.44000000e-01;6.67975181e-06;-6.69339151e-06;1.33715048e-05
-1.48000000e-01;6.69290482e-06;-6.71011891e-06;1.34024286e-05
-1.52000000e-01;6.70945136e-06;-6.73093254e-06;1.34390608e-05
-1.56000000e-01;6.73000942e-06;-6.75654326e-06;1.34831443e-05
-1.60000000e-01;6.75524500e-06;-6.78773266e-06;1.35437127e-05
-1.64000000e-01;6.78585487e-06;-6.82535254e-06;1.36099364e-05
-1.68000000e-01;6.82253516e-06;-6.87032091e-06;1.36927006e-05
-1.72000000e-01;6.86593855e-06;-6.92361835e-06;1.37940564e-05
-1.76000000e-01;6.91663214e-06;-6.98629123e-06;1.39033840e-05
-1.80000000e-01;6.97507220e-06;-7.05946663e-06;1.40347537e-05
-1.84000000e-01;7.04160329e-06;-7.14437491e-06;1.41881261e-05
-1.88000000e-01;7.11647130e-06;-7.24236584e-06;1.43613298e-05
-1.92000000e-01;7.19982654e-06;-7.35489755e-06;1.45583499e-05
-1.96000000e-01;7.29169307e-06;-7.48347701e-06;1.47741271e-05
-2.00000000e-01;7.39189317e-06;-7.62953306e-06;1.50250181e-05
-2.04000000e-01;7.49992990e-06;-7.79420455e-06;1.52938717e-05
-2.08000000e-01;7.61484038e-06;-7.97802651e-06;1.55905504e-05
-2.12000000e-01;7.73503746e-06;-8.18050058e-06;1.59136803e-05
-2.16000000e-01;7.85816254e-06;-8.39954852e-06;1.62599268e-05
-2.20000000e-01;7.98097893e-06;-8.63087725e-06;1.66133813e-05
