E_step_V;I_forward_A;I_reverse_A;I_net_A
0.00000000e+00;7.36300580e-06;-7.28823407e-06;1.46479142e-05
-4.00000000e-03;7.35577433e-06;-7.28975878e-06;1.46478790e-05
-8.00000000e-03;7.34938931e-06;-7.29110507e-06;1.46390523e-05
-1.20000000e-02;7.34375220e-06;-7.29229389e-06;1.46365826e-05
-1.60000000e-02;7.33877544e-06;-7.29334376e-06;1.46297564e-05
-2.00000000e-02;7.33438179e-06;-7.29427105e-06;1.46342029e-05
-2.40000000e-02;7.33050305e-06;-7.29509024e-06;1.46231733e-05
-2.80000000e-02;7.32707906e-06;-7.29581419e-06;1.46233307e-05
-3.20000000e-02;7.32405673e-06;-7.29645429e-06;1.46196976e-05
-3.60000000e-02;7.32138928e-06;-7.29702070e-06;1.46238471e-05
-4.00000000e-02;7.31903550e-06;-7.29752254e-06;1.46173098e-05
-4.40000000e-02;7.31695910e-06;-7.29796798e-06;1.46123916e-05
-4.80000000e-02;7.31512824e-06;-7.29836452e-06;1.46124878e-05
-5.20000000e-02;7.31351503e-06;-7.29871907e-06;1.46101341e-05
-5.60000000e-02;7.31209516e-06;-7.29903818e-06;1.46088158e-05
-6.00000000e-02;7.31084760e-06;-7.29932820e-06;1.46098988e-05
-6.40000000e-02;7.30975437e-06;-7.29959559e-06;1.46058172e-05
-6.80000000e-02;7.30880041e-06;-7.29984712e-06;1.46104931e-05
-7.20000000e-02;7.30797352e-06;-7.30009030e-06;1.46035618e-05
-7.60000000e-02;7.30726441e-06;-7.30033382e-06;1.46078096e-05
-8.00000000e-02;7.30666694e-06;-7.30058817e-06;1.46091734e-05
-8.40000000e-02;7.30617849e-06;-7.30086645e-06;1.46083175e-05
-8.80000000e-02;7.30580056e-06;-7.30118549e-06;1.46115632e-05
-9.20000000e-02;7.30553967e-06;-7.30156729e-06;1.46077029e-05
-9.60000000e-02;7.30540869e-06;-7.30204106e-06;1.46100939e-05
-1.00000000e-01;7.30542871e-06;-7.30264592e-06;1.46066684e-05
-1.04000000e-01;7.30563153e-06;-7.30343447e-06;1.46137643e-05
-1.08000000e-01;7.30606319e-06;-7.30447751e-06;1.46044460e-05
