E_step_V;I_forward_A;I_reverse_A;I_net_A
0.00000000e+00;8.75226162e-07;-8.60271755e-07;1.73806578e-06
-4.00000000e-03;8.73779809e-07;-8.60576676e-07;1.73554202e-06
-8.00000000e-03;8.72502784e-07;-8.60845905e-07;1.73432560e-06
-1.20000000e-02;8.71375331e-07;-8.61083630e-07;1.73247872e-06
-1.60000000e-02;8.70379941e-07;-8.61293550e-07;1.73349069e-06
-2.00000000e-02;8.69501157e-07;-8.61478933e-07;1.73208976e-06
-2.40000000e-02;8.68725336e-07;-8.61642671e-07;1.73042343e-06
-2.80000000e-02;8.68040436e-07;-8.61787321e-07;1.73027155e-06
-3.20000000e-02;8.67435834e-07;-8.61915153e-07;1.72731180e-06
-3.60000000e-02;8.66902158e-07;-8.62028179e-07;1.73008916e-06
-4.00000000e-02;8.66431144e-07;-8.62128193e-07;1.72929617e-06
-4.40000000e-02;8.66015516e-07;-8.62216803e-07;1.72541591e-06
-4.80000000e-02;8.65648868e-07;-8.62295456e-07;1.72989406e-06
-5.20000000e-02;8.65325575e-07;-8.62365471e-07;1.72865341e-06
-5.60000000e-02;8.65040713e-07;-8.62428070e-07;1.72838865e-06
-6.00000000e-02;8.64789989e-07;-8.62484408e-07;1.72719838e-06
-6.40000000e-02;8.64569689e-07;-8.62535608e-07;1.72602161e-06
-6.80000000e-02;8.64376637e-07;-8.62582805e-07;1.72884146e-06
-7.20000000e-02;8.64208173e-07;-8.62627197e-07;1.72757046e-06
-7.60000000e-02;8.64062138e-07;-8.62670106e-07;1.72749451e-06
-8.00000000e-02;8.63936894e-07;-8.62713064e-07;1.72652995e-06
-8.40000000e-02;8.63831352e-07;-8.62757918e-07;1.72792214e-06
-8.80000000e-02;8.63745045e-07;-8.62806976e-07;1.72692819e-06
-9.20000000e-02;8.63678231e-07;-8.62863200e-07;1.72832784e-06
-9.60000000e-02;8.63632054e-07;-8.62930467e-07;1.72585498e-06
-1.00000000e-01;8.63608778e-07;-8.63013921e-07;1.72788264e-06
-1.04000000e-01;8.63612110e-07;-8.63120453e-07;1.72461343e-06
-1.08000000e-01;8.63647653e-07;-8.63259355e-07;1.72377468e-06
-1.12000000e-01;8.63723538e-07;-8.63443204e-07;1.72740450e-06
-1.16000000e-01;8.63851285e-07;-8.63689073e-07;1.72720156e-06
-1.20000000e-01;8.64046985e-07;-8.64020173e-07;1.72826162e-06
-1.24000000e-01;8.64332923e-07;-8.64468086e-07;1.72976842e-06
-1.28000000e-01;8.64739777e-07;-8.65075801e-07;1.72754909e-06
-1.32000000e-01;8.65309622e-07;-8.65901826e-07;1.73063408e-06
-1.36000000e-01;8.66100001e-07;-8.67025753e-07;1.73322602e-06
-1.40000000e-01;8.67189440e-07;-8.68555754e-07;1.73750476e-06
-1.44000000e-01;8.68684871e-07;-8.70638600e-07;1.73913578e-06
-1.48000000e-01;8.70731571e-07;-8.73472905e-07;1.74472695e-06
-1.52000000e-01;8.73526285e-07;-8.77326186e-07;1.74913634e-06
-1.56000000e-01;8.77334132e-07;-8.82555910e-07;1.76220057e-06
-1.60000000e-01;8.82509438e-07;-8.89633587e-07;1.77200940e-06
-1.64000000e-01;8.89519551e-07;-8.99169165e-07;1.79006352e-06
-1.68000000e-01;8.98968841e-07;-9.11930716e-07;1.81095451e-06
-1.72000000e-01;9.11617876e-07;-9.28852697e-07;1.84098022e-06
-1.76000000e-01;9.28390967e-07;-9.51025721e-07;1.87888704e-06
-1.80000000e-01;9.50364993e-07;-9.79662471e-07;1.93057517e-06
-1.84000000e-01;9.78734017e-07;-1.01603750e-06;1.99573659e-06
-1.88000000e-01;1.01474730e-06;-1.06140206e-06;2.07673011e-06
-1.92000000e-01;1.05962143e-06;-1.11687732e-06;2.17613166e-06
-1.96000000e-01;1.11442895e-06;-1.18332960e-06;2.29784699e-06
-2.00000000e-01;1.17996409e-06;-1.26122874e-06;2.44268847e-06
-2.04000000e-01;1.25658186e-06;-1.35048685e-06;2.60477225e-06
-2.08000000e-01;1.34400146e-06;-1.45027028e-06;2.79473871e-06
-2.12000000e-01;1.44106876e-06;-1.55878001e-06;2.99861424e-06
-2.16000000e-01;1.54549355e-06;-1.67301093e-06;3.21742600e-06
-2.20000000e-01;1.65361713e-06;-1.78853685e-06;3.44086573e-06
-2.24000000e-01;1.76030853e-06;-1.89942256e-06;3.65914861e-06
-2.28000000e-01;1.85910952e-06;-1.99841692e-06;3.85992897e-06
-2.32000000e-01;1.94273203e-06;-2.07758467e-06;4.01990656e-06
-2.36000000e-01;2.00394487e-06;-2.12943477e-06;4.13437129e-06
-2.40000000e-01;2.03675689e-06;-2.14837760e-06;4.18367081e-06
-2.44000000e-01;2.03762961e-06;-2.13207604e-06;4.16822481e-06
-2.48000000e-01;2.00632173e-06;-2.08213501e-06;4.08980270e-06
-2.52000000e-01;1.94601102e-06;-2.00377109e-06;3.95059267e-06
-2.56000000e-01;1.86260395e-06;-1.90456830e-06;3.76768017e-06
-2.60000000e-01;1.76349302e-06;-1.79285140e-06;3.55590024e-06
-2.64000000e-01;1.65622353e-06;-1.67629400e-06;3.33397438e-06
-2.68000000e-01;1.54746882e-06;-1.56111461e-06;3.10890518e-06
-2.72000000e-01;1.44248023e-06;-1.45185521e-06;2.89396024e-06
-2.76000000e-01;1.34495924e-06;-1.35152647e-06;2.69554035e-06
-2.80000000e-01;1.25719779e-06;-1.26188945e-06;2.51958000e-06
-2.84000000e-01;1.18033582e-06;-1.18373525e-06;2.36403584e-06
-2.88000000e-01;1.11463501e-06;-1.11711711e-06;2.23228278e-06
-2.92000000e-01;1.05972068e-06;-1.06153866e-06;2.12289487e-06
-2.96000000e-01;1.01478074e-06;-1.01611338e-06;2.02933195e-06
-3.00000000e-01;9.78728157e-07;-9.79705008e-07;1.95910786e-06
-3.04000000e-01;9.50335652e-07;-9.51051516e-07;1.90102616e-06
-3.08000000e-01;9.28346726e-07;-9.28871194e-07;1.85453419e-06
-3.12000000e-01;9.11562788e-07;-9.11946944e-07;1.82337635e-06
-3.16000000e-01;8.98904331e-07;-8.99185655e-07;1.79800934e-06
-3.20000000e-01;8.89445612e-07;-8.89651593e-07;1.77968272e-06
-3.24000000e-01;8.82425315e-07;-8.82576102e-07;1.76553317e-06
-3.28000000e-01;8.77238654e-07;-8.77349016e-07;1.75403193e-06
-3.32000000e-01;8.73418013e-07;-8.73498770e-07;1.74684054e-06
-3.36000000e-01;8.70608833e-07;-8.70667913e-07;1.74230139e-06
-3.40000000e-01;8.68545763e-07;-8.68588973e-07;1.73620075e-06
-3.44000000e-01;8.67031802e-07;-8.67063395e-07;1.73438632e-06
-3.48000000e-01;8.65921385e-07;-8.65944475e-07;1.73226053e-06
-3.52000000e-01;8.65107252e-07;-8.65124120e-07;1.72944042e-06
-3.56000000e-01;8.64510510e-07;-8.64522826e-07;1.72944645e-06
-3.60000000e-01;8.64073198e-07;-8.64082184e-07;1.72583568e-06
-3.64000000e-01;8.63752767e-07;-8.63759318e-07;1.72607190e-06
-3.68000000e-01;8.63518003e-07;-8.63522774e-07;1.72650946e-06
-3.72000000e-01;8.63346016e-07;-8.63349487e-07;1.72417266e-06
-3.76000000e-01;8.63220025e-07;-8.63222546e-07;1.72411116e-06
-3.80000000e-01;8.63127734e-07;-8.63129562e-07;1.72676384e-06
-3.84000000e-01;8.63060129e-07;-8.63061452e-07;1.72660424e-06
-3.88000000e-01;8.63010609e-07;-8.63011564e-07;1.72785444e-06
-3.92000000e-01;8.62974337e-07;-8.62975023e-07;1.72574405e-06
-3.96000000e-01;8.62947767e-07;-8.62948259e-07;1.72530024e-06
-4.00000000e-01;8.62928305e-07;-8.62928655e-07;1.72444213e-06
-4.04000000e-01;8.62914050e-07;-8.62914297e-07;1.72559070e-06
-4.08000000e-01;8.62903608e-07;-8.62903781e-07;1.72658835e-06
-4.12000000e-01;8.62895959e-07;-8.62896079e-07;1.72852522e-06
-4.16000000e-01;8.62890356e-07;-8.62890438e-07;1.72763233e-06
-4.20000000e-01;8.62886252e-07;-8.62886306e-07;1.72356019e-06
-4.24000000e-01;8.62883245e-07;-8.62883280e-07;1.72840220e-06
-4.28000000e-01;8.62881042e-07;-8.62881064e-07;1.72499779e-06
-4.32000000e-01;8.62879428e-07;-8.62879441e-07;1.72557220e-06
-4.36000000e-01;8.62878246e-07;-8.62878252e-07;1.72845742e-06
-4.40000000e-01;8.62877380e-07;-8.62877381e-07;1.72535056e-06
-4.44000000e-01;8.62876745e-07;-8.62876744e-07;1.72241652e-06
-4.48000000e-01;8.62876280e-07;-8.62876277e-07;1.72684678e-06
-4.52000000e-01;8.62875939e-07;-8.62875935e-07;1.72541022e-06
-4.56000000e-01;8.62875689e-07;-8.62875684e-07;1.72718444e-06
-4.60000000e-01;8.62875506e-07;-8.62875501e-07;1.72515493e-06
-4.64000000e-01;8.62875372e-07;-8.62875367e-07;1.72639617e-06
-4.68000000e-01;8.62875273e-07;-8.62875268e-07;1.72539371e-06
-4.72000000e-01;8.62875201e-07;-8.62875196e-07;1.72761022e-06
-4.76000000e-01;8.62875148e-07;-8.62875144e-07;1.72761990e-06
-4.80000000e-01;8.62875109e-07;-8.62875105e-07;1.72371684e-06
-4.84000000e-01;8.62875081e-07;-8.62875077e-07;1.72543202e-06
-4.88000000e-01;8.62875059e-07;-8.62875056e-07;1.72356439e-06
-4.92000000e-01;8.62875044e-07;-8.62875041e-07;1.72451423e-06
-4.96000000e-01;8.62875033e-07;-8.62875030e-07;1.72808555e-06
