E_step_V;I_forward_A;I_reverse_A;I_net_A
0.00000000e+00;7.91880819e-07;-7.17108330e-07;1.51107200e-06
-4.00000000e-03;7.84648601e-07;-7.18632768e-07;1.50607586e-06
-8.00000000e-03;7.78263313e-07;-7.19978692e-07;1.49824400e-06
-1.20000000e-02;7.72625828e-07;-7.21167012e-07;1.49063105e-06
-1.60000000e-02;7.67648576e-07;-7.22216195e-07;1.49174077e-06
-2.00000000e-02;7.63254243e-07;-7.23142542e-07;1.48737072e-06
-2.40000000e-02;7.59374572e-07;-7.23960455e-07;1.48274750e-06
-2.80000000e-02;7.55949305e-07;-7.24682649e-07;1.48050073e-06
-3.20000000e-02;7.52925243e-07;-7.25320360e-07;1.47768212e-06
-3.60000000e-02;7.50255426e-07;-7.25883516e-07;1.47689820e-06
-4.00000000e-02;7.47898401e-07;-7.26380895e-07;1.47486995e-06
-4.40000000e-02;7.45817584e-07;-7.26820264e-07;1.47043840e-06
-4.80000000e-02;7.43980691e-07;-7.27208504e-07;1.47135390e-06
-5.20000000e-02;7.42359242e-07;-7.27551721e-07;1.46826800e-06
-5.60000000e-02;7.40928125e-07;-7.27855351e-07;1.46568270e-06
-6.00000000e-02;7.39665211e-07;-7.28124252e-07;1.46759152e-06
-6.40000000e-02;7.38551021e-07;-7.28362794e-07;1.46919160e-06
-6.80000000e-02;7.37568439e-07;-7.28574947e-07;1.46705157e-06
-7.20000000e-02;7.36702462e-07;-7.28764364e-07;1.46647842e-06
-7.60000000e-02;7.35939996e-07;-7.28934481e-07;1.46839621e-06
-8.00000000e-02;7.35269684e-07;-7.29088610e-07;1.46588346e-06
-8.40000000e-02;7.34681777e-07;-7.29230060e-07;1.46425332e-06
-8.80000000e-02;7.34168052e-07;-7.29362279e-07;1.46324316e-06
-9.20000000e-02;7.33721768e-07;-7.29489027e-07;1.46689116e-06
-9.60000000e-02;7.33337686e-07;-7.29614601e-07;1.46198185e-06
-1.00000000e-01;7.33012150e-07;-7.29744131e-07;1.46186544e-06
-1.04000000e-01;7.32743258e-07;-7.29883969e-07;1.46467033e-06
-1.08000000e-01;7.32531140e-07;-7.30042209e-07;1.46512672e-06
-1.12000000e-01;7.32378377e-07;-7.30229389e-07;1.46026820e-06
-1.16000000e-01;7.32290615e-07;-7.30459443e-07;1.46461781e-06
-1.20000000e-01;7.32277432e-07;-7.30750982e-07;1.46308573e-06
