E_step_V;I_forward_A;I_reverse_A;I_net_A
0.00000000e+00;3.69058611e-06;-3.44128243e-06;7.12531267e-06
-4.00000000e-03;3.66646915e-06;-3.44636707e-06;7.10975468e-06
-8.00000000e-03;3.64517765e-06;-3.45085589e-06;7.10027024e-06
-1.20000000e-02;3.62638047e-06;-3.45481878e-06;7.09609617e-06
-1.60000000e-02;3.60978526e-06;-3.45831742e-06;7.06218505e-06
-2.00000000e-02;3.59513400e-06;-3.46140627e-06;7.05470021e-06
-2.40000000e-02;3.58219893e-06;-3.46413336e-06;7.04295071e-06
-2.80000000e-02;3.57077901e-06;-3.46654113e-06;7.04082701e-06
-3.20000000e-02;3.56069677e-06;-3.46866704e-06;7.03563304e-06
-3.60000000e-02;3.55179556e-06;-3.47054417e-06;7.02265525e-06
-4.00000000e-02;3.54393709e-06;-3.47220175e-06;7.00955012e-06
-4.40000000e-02;3.53699930e-06;-3.47366561e-06;7.00933837e-06
-4.80000000e-02;3.53087448e-06;-3.47495861e-06;7.00124027e-06
-5.20000000e-02;3.52546756e-06;-3.47610096e-06;7.00737596e-06
-5.60000000e-02;3.52069466e-06;-3.47711060e-06;6.99332883e-06
-6.00000000e-02;3.51648181e-06;-3.47800347e-06;6.99137134e-06
-6.40000000e-02;3.51276381e-06;-3.47879379e-06;6.99045138e-06
-6.80000000e-02;3.50948324e-06;-3.47949430e-06;6.99321444e-06
-7.20000000e-02;3.50658960e-06;-3.48011654e-06;6.98570443e-06
-7.60000000e-02;3.50403858e-06;-3.48067103e-06;6.98924033e-06
-8.00000000e-02;3.50179140e-06;-3.48116760e-06;6.97899703e-06
-8.40000000e-02;3.49981435e-06;-3.48161557e-06;6.99039037e-06
-8.80000000e-02;3.49807833e-06;-3.48202415e-06;6.97805944e-06
-9.20000000e-02;3.49655858e-06;-3.48240271e-06;6.97929116e-06
-9.60000000e-02;3.49523450e-06;-3.48276127e-06;6.97792382e-06
-1.00000000e-01;3.49408964e-06;-3.48311108e-06;6.97397663e-06
-1.04000000e-01;3.49311183e-06;-3.48346530e-06;6.97004666e-06
-1.08000000e-01;3.49229356e-06;-3.48383996e-06;6.97659490e-06
-1.12000000e-01;3.49163257e-06;-3.48425528e-06;6.98346802e-06
-1.16000000e-01;3.49113288e-06;-3.48473733e-06;6.97971859e-06
-1.20000000e-01;3.49080620e-06;-3.48532036e-06;6.97401692e-06
-1.24000000e-01;3.49067399e-06;-3.48604977e-06;6.97745594e-06
-1.28000000e-01;3.49077030e-06;-3.48698613e-06;6.97865457e-06
-1.32000000e-01;3.49114545e-06;-3.48820999e-06;6.97529943e-06
-1.36000000e-01;3.49187076e-06;-3.48982762e-06;6.98489379e-06
-1.40000000e-01;3.49304406e-06;-3.49197707e-06;6.98579439e-06
-1.44000000e-01;3.49479552e-06;-3.49483382e-06;6.98742146e-06
-1.48000000e-01;3.49729311e-06;-3.49861522e-06;7.00047861e-06
-1.52000000e-01;3.50074681e-06;-3.50358313e-06;7.01147330e-06
-1.56000000e-01;3.50541091e-06;-3.51004438e-06;7.01913336e-06
-1.60000000e-01;3.51158416e-06;-3.51834951e-06;7.02600843e-06
-1.64000000e-01;3.51960796e-06;-3.52889042e-06;7.04663134e-06
-1.68000000e-01;3.52986323e-06;-3.54209767e-06;7.07261082e-06
-1.72000000e-01;3.54276604e-06;-3.55843774e-06;7.09245356e-06
-1.76000000e-01;3.55876118e-06;-3.57840929e-06;7.13317416e-06
-1.80000000e-01;3.57831049e-06;-3.60253645e-06;7.17563342e-06
-1.84000000e-01;3.60187154e-06;-3.63135612e-06;7.22341503e-06
-1.88000000e-01;3.62986248e-06;-3.66539664e-06;7.29744996e-06
-1.92000000e-01;3.66261415e-06;-3.70514736e-06;7.36893182e-06
-1.96000000e-01;3.70031681e-06;-3.75101893e-06;7.45230403e-06
-2.00000000e-01;3.74297170e-06;-3.80329199e-06;7.55131486e-06
-2.04000000e-01;3.79035108e-06;-3.86204588e-06;7.65353113e-06
-2.08000000e-01;3.84195883e-06;-3.92705357e-06;7.76157311e-06
-2.12000000e-01;3.89697796e-06;-3.99763128e-06;7.89285914e-06
-2.16000000e-01;3.95419815e-06;-4.07244322e-06;8.02630178e-06
-2.20000000e-01;4.01193514e-06;-4.14928569e-06;8.16661145e-06
-2.24000000e-01;4.06797388e-06;-4.22490786e-06;8.28959560e-06
-2.28000000e-01;4.11958224e-06;-4.29496279e-06;8.43198006e-06
-2.32000000e-01;4.16364389e-06;-4.35420744e-06;8.51287349e-06
-2.36000000e-01;4.19694324e-06;-4.39705511e-06;8.60842729e-06
-2.40000000e-01;4.21659510e-06;-4.41849642e-06;8.63909143e-06
-2.44000000e-01;4.22055112e-06;-4.41523500e-06;8.64907525e-06
-2.48000000e-01;4.20805354e-06;-4.38668774e-06;8.59413658e-06
-2.52000000e-01;4.17988064e-06;-4.33540658e-06;8.51655552e-06
-2.56000000e-01;4.13827079e-06;-4.26662867e-06;8.40858361e-06
-2.60000000e-01;4.08652201e-06;-4.18704969e-06;8.27419554e-06
-2.64000000e-01;4.02839191e-06;-4.10331688e-06;8.12853784e-06
-2.68000000e-01;3.96749470e-06;-4.02084927e-06;7.98539336e-06
-2.72000000e-01;3.90686620e-06;-3.94332672e-06;7.85317934e-06
-2.76000000e-01;3.84876882e-06;-3.87278660e-06;7.72554121e-06
