E_step_V;I_forward_A;I_reverse_A;I_net_A
0.00000000e+00;5.83484108e-07;-5.73514504e-07;1.15609007e-06
-4.00000000e-03;5.82519873e-07;-5.73717784e-07;1.15650441e-06
-8.00000000e-03;5.81668523e-07;-5.73897270e-07;1.15549556e-06
-1.20000000e-02;5.80916887e-07;-5.74055754e-07;1.15486884e-06
-1.60000000e-02;5.80253294e-07;-5.74195700e-07;1.15480479e-06
-2.00000000e-02;5.79667438e-07;-5.74319289e-07;1.15471928e-06
-2.40000000e-02;5.79150224e-07;-5.74428447e-07;1.15378711e-06
-2.80000000e-02;5.78693624e-07;-5.74524881e-07;1.15341471e-06
-3.20000000e-02;5.78290556e-07;-5.74610102e-07;1.15164960e-06
-3.60000000e-02;5.77934772e-07;-5.74685452e-07;1.15325609e-06
-4.00000000e-02;5.77620763e-07;-5.74752129e-07;1.15201483e-06
-4.40000000e-02;5.77343677e-07;-5.74811202e-07;1.15324385e-06
-4.80000000e-02;5.77099245e-07;-5.74863637e-07;1.15340738e-06
-5.20000000e-02;5.76883717e-07;-5.74910314e-07;1.14999814e-06
-5.60000000e-02;5.76693809e-07;-5.74952047e-07;1.15310861e-06
-6.00000000e-02;5.76526659e-07;-5.74989605e-07;1.15076719e-06
-6.40000000e-02;5.76379792e-07;-5.75023738e-07;1.15026218e-06
-6.80000000e-02;5.76251091e-07;-5.75055203e-07;1.15105067e-06
-7.20000000e-02;5.76138782e-07;-5.75084798e-07;1.15155268e-06
-7.60000000e-02;5.76041426e-07;-5.75113404e-07;1.15226463e-06
-8.00000000e-02;5.75957929e-07;-5.75142043e-07;1.15420462e-06
-8.40000000e-02;5.75887568e-07;-5.75171945e-07;1.14944976e-06
-8.80000000e-02;5.75830030e-07;-5.75204651e-07;1.15063157e-06
-9.20000000e-02;5.75785487e-07;-5.75242133e-07;1.15144145e-06
-9.60000000e-02;5.75754703e-07;-5.75286978e-07;1.15045620e-06
-1.00000000e-01;5.75739186e-07;-5.75342614e-07;1.14919048e-06
-1.04000000e-01;5.75741407e-07;-5.75413635e-07;1.15090453e-06
-1.08000000e-01;5.75765102e-07;-5.75506237e-07;1.15124164e-06
-1.12000000e-01;5.75815692e-07;-5.75628803e-07;1.15187653e-06
-1.16000000e-01;5.75900856e-07;-5.75792716e-07;1.15126251e-06
-1.20000000e-01;5.76031324e-07;-5.76013449e-07;1.15352986e-06
-1.24000000e-01;5.76221949e-07;-5.76312058e-07;1.15277454e-06
-1.28000000e-01;5.76493185e-07;-5.76717201e-07;1.15408423e-06
-1.32000000e-01;5.76873081e-07;-5.77267884e-07;1.15300826e-06
-1.36000000e-01;5.77400001e-07;-5.78017170e-07;1.15261060e-06
-1.40000000e-01;5.78126294e-07;-5.79037178e-07;1.15802210e-06
-1.44000000e-01;5.79123255e-07;-5.80425784e-07;1.15994714e-06
-1.48000000e-01;5.80487764e-07;-5.82315529e-07;1.16357288e-06
-1.52000000e-01;5.82351116e-07;-5.84885265e-07;1.16740556e-06
-1.56000000e-01;5.84890562e-07;-5.88374946e-07;1.17293355e-06
-1.60000000e-01;5.88343965e-07;-5.93103476e-07;1.18118800e-06
-1.64000000e-01;5.93027451e-07;-5.99488390e-07;1.19364703e-06
-1.68000000e-01;5.99354841e-07;-6.08064389e-07;1.20660695e-06
-1.72000000e-01;6.07855829e-07;-6.19495669e-07;1.22705454e-06
-1.76000000e-01;6.19187849e-07;-6.34575485e-07;1.25374523e-06
-1.80000000e-01;6.34135001e-07;-6.54206354e-07;1.28872038e-06
-1.84000000e-01;6.53587396e-07;-6.79356203e-07;1.33538233e-06
-1.88000000e-01;6.78496151e-07;-7.10989121e-07;1.38892290e-06
-1.92000000e-01;7.09802550e-07;-7.49973041e-07;1.46256810e-06
-1.96000000e-01;7.48343370e-07;-7.96969417e-07;1.54550591e-06
-2.00000000e-01;7.94736511e-07;-8.52311051e-07;1.64708763e-06
-2.04000000e-01;8.49250854e-07;-9.15873361e-07;1.76466132e-06
-2.08000000e-01;9.11661761e-07;-9.86942147e-07;1.89963234e-06
-2.12000000e-01;9.81092045e-07;-1.06407949e-06;2.04704141e-06
-2.16000000e-01;1.05584455e-06;-1.14499385e-06;2.19988107e-06
-2.20000000e-01;1.13325355e-06;-1.22643757e-06;2.35960138e-06
-2.24000000e-01;1.20961533e-06;-1.30418810e-06;2.51355126e-06
-2.28000000e-01;1.28028651e-06;-1.37320672e-06;2.65291632e-06
-2.32000000e-01;1.34003633e-06;-1.42807713e-06;2.76704690e-06
-2.36000000e-01;1.38368717e-06;-1.46376205e-06;2.84795522e-06
-2.40000000e-01;1.40697192e-06;-1.47656371e-06;2.88439320e-06
-2.44000000e-01;1.40740361e-06;-1.46499537e-06;2.87276129e-06
-2.48000000e-01;1.38486405e-06;-1.43020129e-06;2.81453983e-06
-2.52000000e-01;1.34166433e-06;-1.37570819e-06;2.71766282e-06
-2.56000000e-01;1.28203074e-06;-1.30660078e-06;2.58974560e-06
-2.60000000e-01;1.21121755e-06;-1.22847640e-06;2.44023700e-06
-2.64000000e-01;1.13457634e-06;-1.14656431e-06;2.28227562e-06
-2.68000000e-01;1.05685247e-06;-1.06521213e-06;2.12190725e-06
-2.72000000e-01;9.81810548e-07;-9.87719662e-07;1.97047854e-06
-2.76000000e-01;9.12142822e-07;-9.16384839e-07;1.82931007e-06
-2.80000000e-01;8.49552262e-07;-8.52633520e-07;1.70160381e-06
-2.84000000e-01;7.94911010e-07;-7.97163833e-07;1.59198163e-06
-2.88000000e-01;7.48433661e-07;-7.50085117e-07;1.49782564e-06
-2.92000000e-01;7.09840022e-07;-7.11051342e-07;1.42110314e-06
-2.96000000e-01;6.78501952e-07;-6.79390274e-07;1.35777411e-06
-3.00000000e-01;6.53574610e-07;-6.54225828e-07;1.30792321e-06
-3.04000000e-01;6.34110996e-07;-6.34588237e-07;1.26872522e-06
-3.08000000e-01;6.19156306e-07;-6.19505951e-07;1.23807813e-06
-3.12000000e-01;6.07818242e-07;-6.08074346e-07;1.21649172e-06
-3.16000000e-01;5.99311507e-07;-5.99499056e-07;1.19762883e-06
-3.20000000e-01;5.92978048e-07;-5.93115368e-07;1.18613597e-06
-3.24000000e-01;5.88287849e-07;-5.88388374e-07;1.17419129e-06
-3.28000000e-01;5.84826901e-07;-5.84900476e-07;1.16864772e-06
-3.32000000e-01;5.82278932e-07;-5.82332770e-07;1.16541139e-06
-3.36000000e-01;5.80405938e-07;-5.80445325e-07;1.16061061e-06
-3.40000000e-01;5.79030517e-07;-5.79059323e-07;1.15842042e-06
-3.44000000e-01;5.78021203e-07;-5.78042264e-07;1.15504443e-06
-3.48000000e-01;5.77280923e-07;-5.77296317e-07;1.15293104e-06
-3.52000000e-01;5.76738168e-07;-5.76749413e-07;1.15231975e-06
-3.56000000e-01;5.76340340e-07;-5.76348551e-07;1.15268924e-06
-3.60000000e-01;5.76048799e-07;-5.76054789e-07;1.15166183e-06
-3.64000000e-01;5.75835178e-07;-5.75839545e-07;1.15360280e-06
-3.68000000e-01;5.75678669e-07;-5.75681850e-07;1.15343504e-06
-3.72000000e-01;5.75564010e-07;-5.75566324e-07;1.15208228e-06
-3.76000000e-01;5.75480017e-07;-5.75481698e-07;1.15006744e-06
-3.80000000e-01;5.75418489e-07;-5.75419708e-07;1.15098770e-06
-3.84000000e-01;5.75373420e-07;-5.75374301e-07;1.15025269e-06
-3.88000000e-01;5.75340406e-07;-5.75341042e-07;1.15010001e-06
-3.92000000e-01;5.75316224e-07;-5.75316682e-07;1.15028222e-06
-3.96000000e-01;5.75298511e-07;-5.75298839e-07;1.15062533e-06
-4.00000000e-01;5.75285537e-07;-5.75285770e-07;1.15027603e-06
-4.04000000e-01;5.75276033e-07;-5.75276198e-07;1.15049671e-06
-4.08000000e-01;5.75269072e-07;-5.75269188e-07;1.14852589e-06
-4.12000000e-01;5.75263973e-07;-5.75264053e-07;1.14993170e-06
-4.16000000e-01;5.75260237e-07;-5.75260292e-07;1.15125474e-06
-4.20000000e-01;5.75257501e-07;-5.75257538e-07;1.15110904e-06
-4.24000000e-01;5.75255497e-07;-5.75255520e-07;1.14908202e-06
-4.28000000e-01;5.75254028e-07;-5.75254043e-07;1.15077932e-06
-4.32000000e-01;5.75252952e-07;-5.75252961e-07;1.15054966e-06
-4.36000000e-01;5.75252164e-07;-5.75252168e-07;1.14912112e-06
-4.40000000e-01;5.75251587e-07;-5.75251588e-07;1.15063084e-06
-4.44000000e-01;5.75251164e-07;-5.75251162e-07;1.15098867e-06
-4.48000000e-01;5.75250853e-07;-5.75250851e-07;1.15044284e-06
-4.52000000e-01;5.75250626e-07;-5.75250623e-07;1.15238506e-06
-4.56000000e-01;5.75250460e-07;-5.75250456e-07;1.14983937e-06
-4.60000000e-01;5.75250337e-07;-5.75250334e-07;1.15073758e-06
-4.64000000e-01;5.75250248e-07;-5.75250244e-07;1.15099487e-06
-4.68000000e-01;5.75250182e-07;-5.75250179e-07;1.15099908e-06
-4.72000000e-01;5.75250134e-07;-5.75250131e-07;1.14996587e-06
-4.76000000e-01;5.75250099e-07;-5.75250096e-07;1.15103867e-06
-4.80000000e-01;5.75250073e-07;-5.75250070e-07;1.15082326e-06
-4.84000000e-01;5.75250054e-07;-5.75250051e-07;1.15303186e-06
-4.88000000e-01;5.75250040e-07;-5.75250037e-07;1.15193311e-06
-4.92000000e-01;5.75250029e-07;-5.75250027e-07;1.15046600e-06
-4.96000000e-01;5.75250022e-07;-5.75250020e-07;1.15198203e-06
