E_step_V;I_forward_A;I_reverse_A;I_net_A
0.00000000e+00;1.42402892e-06;-1.37411873e-06;2.79550150e-06
-4.00000000e-03;1.41919806e-06;-1.37513827e-06;2.79838611e-06
-8.00000000e-03;1.41493405e-06;-1.37603804e-06;2.78831364e-06
-1.20000000e-02;1.41117025e-06;-1.37683219e-06;2.79356587e-06
-1.60000000e-02;1.40784783e-06;-1.37753318e-06;2.78162588e-06
-2.00000000e-02;1.40491496e-06;-1.37815199e-06;2.78403829e-06
-2.40000000e-02;1.40232590e-06;-1.37869829e-06;2.77910118e-06
-2.80000000e-02;1.40004033e-06;-1.37918063e-06;2.77609355e-06
-3.20000000e-02;1.39802267e-06;-1.37960655e-06;2.77573107e-06
-3.60000000e-02;1.39624154e-06;-1.37998271e-06;2.76995581e-06
-4.00000000e-02;1.39466924e-06;-1.38031501e-06;2.77766928e-06
-4.40000000e-02;1.39328136e-06;-1.38060867e-06;2.77501051e-06
-4.80000000e-02;1.39205636e-06;-1.38086834e-06;2.77220254e-06
-5.20000000e-02;1.39097526e-06;-1.38109815e-06;2.77090433e-06
-5.60000000e-02;1.39002136e-06;-1.38130180e-06;2.77502660e-06
-6.00000000e-02;1.38917995e-06;-1.38148265e-06;2.76702535e-06
-6.40000000e-02;1.38843813e-06;-1.38164375e-06;2.77182787e-06
-6.80000000e-02;1.38778462e-06;-1.38178792e-06;2.76910511e-06
-7.20000000e-02;1.38720958e-06;-1.38191788e-06;2.76877092e-06
-7.60000000e-02;1.38670454e-06;-1.38203626e-06;2.76860870e-06
-8.00000000e-02;1.38626226e-06;-1.38214575e-06;2.76745204e-06
-8.40000000e-02;1.38587671e-06;-1.38224920e-06;2.76673842e-06
-8.80000000e-02;1.38554305e-06;-1.38234980e-06;2.76758064e-06
-9.20000000e-02;1.38525765e-06;-1.38245127e-06;2.76464405e-06
-9.60000000e-02;1.38501823e-06;-1.38255812e-06;2.76927645e-06
-1.00000000e-01;1.38482399e-06;-1.38267604e-06;2.77020358e-06
-1.04000000e-01;1.38467588e-06;-1.38281233e-06;2.77159152e-06
-1.08000000e-01;1.38457706e-06;-1.38297659e-06;2.76912757e-06
-1.12000000e-01;1.38453340e-06;-1.38318158e-06;2.76825886e-06
-1.16000000e-01;1.38455436e-06;-1.38344441e-06;2.76925399e-06
-1.20000000e-01;1.38465409e-06;-1.38378817e-06;2.76656933e-06
-1.24000000e-01;1.38485298e-06;-1.38424408e-06;2.77152544e-06
-1.28000000e-01;1.38517983e-06;-1.38485453e-06;2.77173142e-06
-1.32000000e-01;1.38567474e-06;-1.38567706e-06;2.77189527e-06
-1.36000000e-01;1.38639309e-06;-1.38678985e-06;2.77081951e-06
-1.40000000e-01;1.38741094e-06;-1.38829901e-06;2.77410364e-06
-1.44000000e-01;1.38883224e-06;-1.39034834e-06;2.77847616e-06
-1.48000000e-01;1.39079848e-06;-1.39313201e-06;2.78604596e-06
-1.52000000e-01;1.39350126e-06;-1.39691044e-06;2.79102130e-06
-1.56000000e-01;1.39719800e-06;-1.40202898e-06;2.79687128e-06
-1.60000000e-01;1.40223040e-06;-1.40893766e-06;2.81187033e-06
-1.64000000e-01;1.40904388e-06;-1.41820883e-06;2.82568593e-06
-1.68000000e-01;1.41820492e-06;-1.43054823e-06;2.84616355e-06
-1.72000000e-01;1.43041147e-06;-1.44679457e-06;2.87519404e-06
-1.76000000e-01;1.44649198e-06;-1.46790389e-06;2.91586709e-06
-1.80000000e-01;1.46738870e-06;-1.49491702e-06;2.96345578e-06
-1.84000000e-01;1.49412389e-06;-1.52891040e-06;3.02767272e-06
-1.88000000e-01;1.52774867e-06;-1.57093231e-06;3.10042697e-06
-1.92000000e-01;1.56927576e-06;-1.62192564e-06;3.19294819e-06
-1.96000000e-01;1.61959524e-06;-1.68263653e-06;3.30043739e-06
-2.00000000e-01;1.67936810e-06;-1.75350356e-06;3.43209738e-06
-2.04000000e-01;1.74888679e-06;-1.83451789e-06;3.58194069e-06
-2.08000000e-01;1.82789154e-06;-1.92504321e-06;3.75446724e-06
