E_step_V;I_forward_A;I_reverse_A;I_net_A
0.00000000e+00;3.52013899e-06;-3.27626024e-06;6.80095481e-06
-4.00000000e-03;3.49658050e-06;-3.28123524e-06;6.78012768e-06
-8.00000000e-03;3.47577506e-06;-3.28562794e-06;6.75841880e-06
-1.20000000e-02;3.45740174e-06;-3.28950649e-06;6.74771155e-06
-1.60000000e-02;3.44117674e-06;-3.29293109e-06;6.73527601e-06
-2.00000000e-02;3.42684925e-06;-3.29595491e-06;6.72222533e-06
-2.40000000e-02;3.41419770e-06;-3.29862491e-06;6.71516259e-06
-2.80000000e-02;3.40302634e-06;-3.30098259e-06;6.70322721e-06
-3.20000000e-02;3.39316226e-06;-3.30306460e-06;6.69383208e-06
-3.60000000e-02;3.38445276e-06;-3.30490337e-06;6.68429419e-06
-4.00000000e-02;3.37676298e-06;-3.30652755e-06;6.67492848e-06
-4.40000000e-02;3.36997386e-06;-3.30796255e-06;6.67962167e-06
-4.80000000e-02;3.36398007e-06;-3.30923087e-06;6.66762230e-06
-5.20000000e-02;3.35868949e-06;-3.31035252e-06;6.66796252e-06
-5.60000000e-02;3.35402003e-06;-3.31134535e-06;6.66691712e-06
-6.00000000e-02;3.34989970e-06;-3.31222536e-06;6.65989363e-06
-6.40000000e-02;3.34626514e-06;-3.31300704e-06;6.65871343e-06
-6.80000000e-02;3.34306076e-06;-3.31370360e-06;6.65547946e-06
-7.20000000e-02;3.34023792e-06;-3.31432736e-06;6.64984326e-06
-7.60000000e-02;3.33775428e-06;-3.31489006e-06;6.64892894e-06
-8.00000000e-02;3.33557333e-06;-3.31540322e-06;6.65915705e-06
-8.40000000e-02;3.33366397e-06;-3.31587862e-06;6.65006186e-06
-8.80000000e-02;3.33200034e-06;-3.31632882e-06;6.64670912e-06
-9.20000000e-02;3.33056176e-06;-3.31676793e-06;6.64763516e-06
-9.60000000e-02;3.32933293e-06;-3.31721243e-06;6.64601022e-06
-1.00000000e-01;3.32830438e-06;-3.31768245e-06;6.63841988e-06
-1.04000000e-01;3.32747324e-06;-3.31820331e-06;6.64313914e-06
-1.08000000e-01;3.32684452e-06;-3.31880773e-06;6.64676739e-06
-1.12000000e-01;3.32643286e-06;-3.31953866e-06;6.64880080e-06
-1.16000000e-01;3.32626520e-06;-3.32045326e-06;6.64412038e-06
-1.20000000e-01;3.32638438e-06;-3.32162810e-06;6.64975995e-06
-1.24000000e-01;3.32685415e-06;-3.32316620e-06;6.65520064e-06
-1.28000000e-01;3.32776592e-06;-3.32520601e-06;6.65461436e-06
-1.32000000e-01;3.32924752e-06;-3.32793255e-06;6.66265180e-06
-1.36000000e-01;3.33147407e-06;-3.33159014e-06;6.66311097e-06
-1.40000000e-01;3.33468049e-06;-3.33649573e-06;6.66905928e-06
-1.44000000e-01;3.33917444e-06;-3.34305051e-06;6.68362127e-06
-1.48000000e-01;3.34534761e-06;-3.35175050e-06;6.69803580e-06
-1.52000000e-01;3.35368587e-06;-3.36318921e-06;6.71914790e-06
-1.56000000e-01;3.36477132e-06;-3.37805884e-06;6.74454178e-06
-1.60000000e-01;3.37928272e-06;-3.39714612e-06;6.78130448e-06
-1.64000000e-01;3.39799025e-06;-3.42132634e-06;6.81874530e-06
-1.68000000e-01;3.42174746e-06;-3.45155653e-06;6.86793677e-06
-1.72000000e-01;3.45148041e-06;-3.48886835e-06;6.94235955e-06
-1.76000000e-01;3.48817099e-06;-3.53435799e-06;7.02612336e-06
-1.80000000e-01;3.53282702e-06;-3.58916821e-06;7.12358384e-06
-1.84000000e-01;3.58642843e-06;-3.65445559e-06;7.24470586e-06
-1.88000000e-01;3.64984227e-06;-3.73133849e-06;7.37777728e-06
-1.92000000e-01;3.72370959e-06;-3.82082396e-06;7.54719399e-06
-1.96000000e-01;3.80832813e-06;-3.92371672e-06;7.73704242e-06
