E_step_V;I_forward_A;I_reverse_A;I_net_A
0.00000000e+00;1.98665835e-06;-1.91184878e-06;3.90116183e-06
-4.00000000e-03;1.97942055e-06;-1.91337519e-06;3.89256329e-06
-8.00000000e-03;1.97303099e-06;-1.91472263e-06;3.88837313e-06
-1.20000000e-02;1.96739024e-06;-1.91591215e-06;3.87848340e-06
-1.60000000e-02;1.96241047e-06;-1.91696230e-06;3.87581700e-06
-2.00000000e-02;1.95801419e-06;-1.91788946e-06;3.87552657e-06
-2.40000000e-02;1.95413302e-06;-1.91870807e-06;3.87511001e-06
-2.80000000e-02;1.95070660e-06;-1.91943091e-06;3.87279534e-06
-3.20000000e-02;1.94768169e-06;-1.92006925e-06;3.86834448e-06
-3.60000000e-02;1.94501128e-06;-1.92063306e-06;3.86002397e-06
-4.00000000e-02;1.94265390e-06;-1.92113116e-06;3.86515523e-06
-4.40000000e-02;1.94057298e-06;-1.92157139e-06;3.86088138e-06
-4.80000000e-02;1.93873625e-06;-1.92196070e-06;3.86028384e-06
-5.20000000e-02;1.93711528e-06;-1.92230528e-06;3.86221325e-06
-5.60000000e-02;1.93568503e-06;-1.92261070e-06;3.85860007e-06
-6.00000000e-02;1.93442347e-06;-1.92288197e-06;3.86012049e-06
-6.40000000e-02;1.93331128e-06;-1.92312370e-06;3.86006050e-06
-6.80000000e-02;1.93233156e-06;-1.92334016e-06;3.85578850e-06
-7.20000000e-02;1.93146959e-06;-1.92353542e-06;3.85751879e-06
-7.60000000e-02;1.93071269e-06;-1.92371348e-06;3.84873424e-06
-8.00000000e-02;1.93005006e-06;-1.92387841e-06;3.85479710e-06
-8.40000000e-02;1.92947270e-06;-1.92403460e-06;3.85070404e-06
-8.80000000e-02;1.92897344e-06;-1.92418691e-06;3.85009608e-06
-9.20000000e-02;1.92854695e-06;-1.92434106e-06;3.85339900e-06
-9.60000000e-02;1.92818995e-06;-1.92450404e-06;3.85069019e-06
-1.00000000e-01;1.92790142e-06;-1.92468462e-06;3.85387721e-06
-1.04000000e-01;1.92768309e-06;-1.92489413e-06;3.85348768e-06
-1.08000000e-01;1.92754003e-06;-1.92514747e-06;3.85000463e-06
-1.12000000e-01;1.92748156e-06;-1.92546447e-06;3.85561786e-06
-1.16000000e-01;1.92752255e-06;-1.92587172e-06;3.85494851e-06
-1.20000000e-01;1.92768515e-06;-1.92640511e-06;3.85705401e-06
-1.24000000e-01;1.92800120e-06;-1.92711322e-06;3.85715780e-06
-1.28000000e-01;1.92851563e-06;-1.92806199e-06;3.85497135e-06
-1.32000000e-01;1.92929092e-06;-1.92934092e-06;3.86203293e-06
-1.36000000e-01;1.93041331e-06;-1.93107151e-06;3.86162783e-06
-1.40000000e-01;1.93200109e-06;-1.93341830e-06;3.86164397e-06
-1.44000000e-01;1.93421552e-06;-1.93660306e-06;3.87430018e-06
-1.48000000e-01;1.93727483e-06;-1.94092188e-06;3.88222554e-06
-1.52000000e-01;1.94147119e-06;-1.94676434e-06;3.88975950e-06
-1.56000000e-01;1.94718954e-06;-1.95463237e-06;3.89437496e-06
-1.60000000e-01;1.95492620e-06;-1.96515563e-06;3.91685705e-06
-1.64000000e-01;1.96530370e-06;-1.97909965e-06;3.94832868e-06
-1.68000000e-01;1.97907842e-06;-1.99736399e-06;3.98249787e-06
-1.72000000e-01;1.99713788e-06;-2.02096911e-06;4.01710631e-06
-1.76000000e-01;2.02048651e-06;-2.05103240e-06;4.07316924e-06
-1.80000000e-01;2.05021998e-06;-2.08873520e-06;4.14046606e-06
-1.84000000e-01;2.08748925e-06;-2.13528165e-06;4.22450311e-06
-1.88000000e-01;2.13345327e-06;-2.19184843e-06;4.33024103e-06
-1.92000000e-01;2.18921502e-06;-2.25951951e-06;4.44637681e-06
-1.96000000e-01;2.25572856e-06;-2.33919513e-06;4.58848066e-06
-2.00000000e-01;2.33366094e-06;-2.43145990e-06;4.76478347e-06
-2.04000000e-01;2.42319884e-06;-2.53639639e-06;4.96044536e-06
-2.08000000e-01;2.52380899e-06;-2.65333726e-06;5.17424384e-06
-2.12000000e-01;2.63398558e-06;-2.78056105e-06;5.41651050e-06
-2.16000000e-01;2.75102958e-06;-2.91495564e-06;5.66512425e-06
-2.20000000e-01;2.87090253e-06;-3.05170582e-06;5.92534615e-06
-2.24000000e-01;2.98819744e-06;-3.18411564e-06;6.16631214e-06
-2.28000000e-01;3.09629171e-06;-3.30373886e-06;6.39603920e-06
-2.32000000e-01;3.18777559e-06;-3.40101807e-06;6.58772397e-06
-2.36000000e-01;3.25523382e-06;-3.46655204e-06;6.72222708e-06
-2.40000000e-01;3.29235310e-06;-3.49287382e-06;6.78656668e-06
