E_step_V;I_forward_A;I_reverse_A;I_net_A
0.00000000e+00;9.43534158e-07;-9.06147976e-07;1.85006727e-06
-4.00000000e-03;9.39918111e-07;-9.06910218e-07;1.84715100e-06
-8.00000000e-03;9.36725490e-07;-9.07583211e-07;1.84545992e-06
-1.20000000e-02;9.33906778e-07;-9.08177413e-07;1.84172690e-06
-1.60000000e-02;9.31418194e-07;-9.08702061e-07;1.83876933e-06
-2.00000000e-02;9.29221084e-07;-9.09165313e-07;1.83788386e-06
-2.40000000e-02;9.27281326e-07;-9.09574376e-07;1.83692162e-06
-2.80000000e-02;9.25568798e-07;-9.09935619e-07;1.83577893e-06
-3.20000000e-02;9.24056912e-07;-9.10254674e-07;1.83400568e-06
-3.60000000e-02;9.22722201e-07;-9.10536524e-07;1.83453016e-06
-4.00000000e-02;9.21543959e-07;-9.10785584e-07;1.83474012e-06
-4.40000000e-02;9.20503918e-07;-9.11005775e-07;1.83307074e-06
-4.80000000e-02;9.19585975e-07;-9.11200587e-07;1.83029682e-06
-5.20000000e-02;9.18775937e-07;-9.11373140e-07;1.83026429e-06
-5.60000000e-02;9.18061315e-07;-9.11526244e-07;1.83014192e-06
-6.00000000e-02;9.17431137e-07;-9.11662455e-07;1.82948200e-06
-6.40000000e-02;9.16875790e-07;-9.11784130e-07;1.82700942e-06
-6.80000000e-02;9.16386884e-07;-9.11893488e-07;1.82602101e-06
-7.20000000e-02;9.15957152e-07;-9.11992677e-07;1.82810131e-06
-7.60000000e-02;9.15580366e-07;-9.12083852e-07;1.82995344e-06
-8.00000000e-02;9.15251280e-07;-9.12169268e-07;1.82785473e-06
-8.40000000e-02;9.14965615e-07;-9.12251396e-07;1.82857172e-06
-8.80000000e-02;9.14720068e-07;-9.12333074e-07;1.82737236e-06
-9.20000000e-02;9.14512375e-07;-9.12417702e-07;1.82710095e-06
-9.60000000e-02;9.14341427e-07;-9.12509507e-07;1.82531384e-06
-1.00000000e-01;9.14207456e-07;-9.12613888e-07;1.82885874e-06
-1.04000000e-01;9.14112325e-07;-9.12737891e-07;1.82562080e-06
-1.08000000e-01;9.14059939e-07;-9.12890845e-07;1.82753669e-06
-1.12000000e-01;9.14056829e-07;-9.13085227e-07;1.82740814e-06
-1.16000000e-01;9.14112973e-07;-9.13337838e-07;1.82547776e-06
-1.20000000e-01;9.14242918e-07;-9.13671399e-07;1.82864090e-06
-1.24000000e-01;9.14467337e-07;-9.14116722e-07;1.82732807e-06
-1.28000000e-01;9.14815150e-07;-9.14715653e-07;1.83148745e-06
-1.32000000e-01;9.15326420e-07;-9.15525060e-07;1.83211453e-06
-1.36000000e-01;9.16056291e-07;-9.16622236e-07;1.83230720e-06
-1.40000000e-01;9.17080318e-07;-9.18112158e-07;1.83466161e-06
-1.44000000e-01;9.18501664e-07;-9.20137209e-07;1.83844581e-06
-1.48000000e-01;9.20460719e-07;-9.22890018e-07;1.84450454e-06
-1.52000000e-01;9.23147817e-07;-9.26629992e-07;1.84969263e-06
-1.56000000e-01;9.26819616e-07;-9.31703728e-07;1.86174706e-06
-1.60000000e-01;9.31819296e-07;-9.38568367e-07;1.86841825e-06
-1.64000000e-01;9.38599628e-07;-9.47815240e-07;1.88685695e-06
-1.68000000e-01;9.47746248e-07;-9.60188957e-07;1.91126869e-06
-1.72000000e-01;9.59996231e-07;-9.76595413e-07;1.93318841e-06
-1.76000000e-01;9.76245410e-07;-9.98091874e-07;1.97362148e-06
