METRIQUES SWV
========================================
I_peak_A: 3.244974e-06
I_peak_nA: 3.244974e+03
I_peak_raw_uA: 9.005470e+00
E_peak_V: -2.400000e-01
I_baseline_uA: 5.760244e+00
sigma_baseline_nA: 6.391540e+00
SNR: 5.076982e+02
FWHM_V: 6.000000e-02
FWHM_mV: 6.000000e+01
FWHM_ideal_mV: 4.521658e+01
R2_gaussian: 9.984441e-01
baseline_ratio_pct: 6.396383e+01
