run_id;RF;Ni_pct;Cu_pct;contamination;frequency;R_u;k0_eff;Gamma_eff;Au_fraction;I_peak_nA;E_peak_V;FWHM_mV;I_baseline_uA;sigma_baseline_nA;SNR;R2_gaussian;baseline_ratio_pct;IR_drop_mV;K_dimensionless;status;output_dir;swv_png;components_png;baseline_png;data_csv
15;1.0;5;0;0;50;0;50.00;7.60e-08;0.950;2331.2706;-0.2400;56.00;2.4378;3.22;723.6;0.9990;51.1;0.00;1.00;OK;015_RF1.0_Ni5_f50Hz;015_RF1.0_Ni5_f50Hz/deliverables/015_RF1.0_Ni5_f50Hz_SWV_curve.png;015_RF1.0_Ni5_f50Hz/deliverables/015_RF1.0_Ni5_f50Hz_components.png;015_RF1.0_Ni5_f50Hz/deliverables/015_RF1.0_Ni5_f50Hz_baseline_zoom.png;015_RF1.0_Ni5_f50Hz/swv_data.csv
16;1.0;5;0;0;100;0;50.00;7.60e-08;0.950;2646.5709;-0.2440;60.00;4.8711;2.82;939.4;0.9982;64.8;0.00;0.50;OK;016_RF1.0_Ni5_f100Hz;016_RF1.0_Ni5_f100Hz/deliverables/016_RF1.0_Ni5_f100Hz_SWV_curve.png;016_RF1.0_Ni5_f100Hz/deliverables/016_RF1.0_Ni5_f100Hz_components.png;016_RF1.0_Ni5_f100Hz/deliverables/016_RF1.0_Ni5_f100Hz_baseline_zoom.png;016_RF1.0_Ni5_f100Hz/swv_data.csv
17;1.0;5;0;0;200;0;50.00;7.60e-08;0.950;2798.8657;-0.2440;60.00;9.7390;2.94;951.6;0.9962;77.7;0.00;0.25;OK;017_RF1.0_Ni5_f200Hz;017_RF1.0_Ni5_f200Hz/deliverables/017_RF1.0_Ni5_f200Hz_SWV_curve.png;017_RF1.0_Ni5_f200Hz/deliverables/017_RF1.0_Ni5_f200Hz_components.png;017_RF1.0_Ni5_f200Hz/deliverables/017_RF1.0_Ni5_f200Hz_baseline_zoom.png;017_RF1.0_Ni5_f200Hz/swv_data.csv
18;1.0;5;0;0;500;0;50.00;7.60e-08;0.950;3088.7240;-0.2520;64.00;24.3418;2.44;1267.6;0.9909;88.7;0.00;0.10;OK;018_RF1.0_Ni5_f500Hz;018_RF1.0_Ni5_f500Hz/deliverables/018_RF1.0_Ni5_f500Hz_SWV_curve.png;018_RF1.0_Ni5_f500Hz/deliverables/018_RF1.0_Ni5_f500Hz_components.png;018_RF1.0_Ni5_f500Hz/deliverables/018_RF1.0_Ni5_f500Hz_baseline_zoom.png;018_RF1.0_Ni5_f500Hz/swv_data.csv
19;1.5;0;0;0;10;0;43.04;8.00e-08;1.000;1191.0235;-0.2400;56.00;0.6637;1.49;799.2;0.9998;35.8;0.00;4.30;OK;019_RF1.5_Ni0_f10Hz;019_RF1.5_Ni0_f10Hz/deliverables/019_RF1.5_Ni0_f10Hz_SWV_curve.png;019_RF1.5_Ni0_f10Hz/deliverables/019_RF1.5_Ni0_f10Hz_components.png;019_RF1.5_Ni0_f10Hz/deliverables/019_RF1.5_Ni0_f10Hz_baseline_zoom.png;019_RF1.5_Ni0_f10Hz/swv_data.csv
20;1.5;0;0;0;25;0;43.04;8.00e-08;1.000;2511.4996;-0.2400;56.00;1.6589;0.90;2788.2;0.9993;39.8;0.00;1.72;OK;020_RF1.5_Ni0_f25Hz;020_RF1.5_Ni0_f25Hz/deliverables/020_RF1.5_Ni0_f25Hz_SWV_curve.png;020_RF1.5_Ni0_f25Hz/deliverables/020_RF1.5_Ni0_f25Hz_components.png;020_RF1.5_Ni0_f25Hz/deliverables/020_RF1.5_Ni0_f25Hz_baseline_zoom.png;020_RF1.5_Ni0_f25Hz/swv_data.csv
21;1.5;0;0;0;50;0;43.04;8.00e-08;1.000;3300.4827;-0.2400;60.00;3.3189;1.31;2518.7;0.9988;50.1;0.00;0.86;OK;021_RF1.5_Ni0_f50Hz;021_RF1.5_Ni0_f50Hz/deliverables/021_RF1.5_Ni0_f50Hz_SWV_curve.png;021_RF1.5_Ni0_f50Hz/deliverables/021_RF1.5_Ni0_f50Hz_components.png;021_RF1.5_Ni0_f50Hz/deliverables/021_RF1.5_Ni0_f50Hz_baseline_zoom.png;021_RF1.5_Ni0_f50Hz/swv_data.csv
22;1.5;0;0;0;100;0;43.04;8.00e-08;1.000;3659.1712;-0.2440;60.00;6.6375;1.23;2974.1;0.9978;64.5;0.00;0.43;OK;022_RF1.5_Ni0_f100Hz;022_RF1.5_Ni0_f100Hz/deliverables/022_RF1.5_Ni0_f100Hz_SWV_curve.png;022_RF1.5_Ni0_f100Hz/deliverables/022_RF1.5_Ni0_f100Hz_components.png;022_RF1.5_Ni0_f100Hz/deliverables/022_RF1.5_Ni0_f100Hz_baseline_zoom.png;022_RF1.5_Ni0_f100Hz/swv_data.csv
23;1.5;0;0;0;200;0;43.04;8.00e-08;1.000;3838.0155;-0.2440;64.00;13.2750;1.15;3336.0;0.9956;77.6;0.00;0.22;OK;023_RF1.5_Ni0_f200Hz;023_RF1.5_Ni0_f200Hz/deliverables/023_RF1.5_Ni0_f200Hz_SWV_curve.png;023_RF1.5_Ni0_f200Hz/deliverables/023_RF1.5_Ni0_f200Hz_components.png;023_RF1.5_Ni0_f200Hz/deliverables/023_RF1.5_Ni0_f200Hz_baseline_zoom.png;023_RF1.5_Ni0_f200Hz/swv_data.csv
24;1.5;0;0;0;500;0;43.04;8.00e-08;1.000;4318.4854;-0.2520;64.00;33.1874;1.07;4040.5;0.9894;88.5;0.00;0.09;OK;024_RF1.5_Ni0_f500Hz;024_RF1.5_Ni0_f500Hz/deliverables/024_RF1.5_Ni0_f500Hz_SWV_curve.png;024_RF1.5_Ni0_f500Hz/deliverables/024_RF1.5_Ni0_f500Hz_components.png;024_RF1.5_Ni0_f500Hz/deliverables/024_RF1.5_Ni0_f500Hz_baseline_zoom.png;024_RF1.5_Ni0_f500Hz/swv_data.csv
25;1.5;2;0;0;10;0;43.04;7.84e-08;0.980;1165.3802;-0.2400;56.00;0.6929;2.27;512.4;0.9998;37.3;0.00;4.30;OK;025_RF1.5_Ni2_f10Hz;025_RF1.5_Ni2_f10Hz/deliverables/025_RF1.5_Ni2_f10Hz_SWV_curve.png;025_RF1.5_Ni2_f10Hz/deliverables/025_RF1.5_Ni2_f10Hz_components.png;025_RF1.5_Ni2_f10Hz/deliverables/025_RF1.5_Ni2_f10Hz_baseline_zoom.png;025_RF1.5_Ni2_f10Hz/swv_data.csv
26;1.5;2;0;0;25;0;43.04;7.84e-08;0.980;2455.2359;-0.2400;56.00;1.7283;2.46;997.8;0.9993;41.3;0.00;1.72;OK;026_RF1.5_Ni2_f25Hz;026_RF1.5_Ni2_f25Hz/deliverables/026_RF1.5_Ni2_f25Hz_SWV_curve.png;026_RF1.5_Ni2_f25Hz/deliverables/026_RF1.5_Ni2_f25Hz_components.png;026_RF1.5_Ni2_f25Hz/deliverables/026_RF1.5_Ni2_f25Hz_baseline_zoom.png;026_RF1.5_Ni2_f25Hz/swv_data.csv
27;1.5;2;0;0;50;0;43.04;7.84e-08;0.980;3234.8208;-0.2400;60.00;3.4539;2.20;1467.6;0.9988;51.6;0.00;0.86;OK;027_RF1.5_Ni2_f50Hz;027_RF1.5_Ni2_f50Hz/deliverables/027_RF1.5_Ni2_f50Hz_SWV_curve.png;027_RF1.5_Ni2_f50Hz/deliverables/027_RF1.5_Ni2_f50Hz_components.png;027_RF1.5_Ni2_f50Hz/deliverables/027_RF1.5_Ni2_f50Hz_baseline_zoom.png;027_RF1.5_Ni2_f50Hz/swv_data.csv
28;1.5;2;0;0;100;0;43.04;7.84e-08;0.980;3583.1498;-0.2440;60.00;6.9053;1.96;1825.8;0.9978;65.8;0.00;0.43;OK;028_RF1.5_Ni2_f100Hz;028_RF1.5_Ni2_f100Hz/deliverables/028_RF1.5_Ni2_f100Hz_SWV_curve.png;028_RF1.5_Ni2_f100Hz/deliverables/028_RF1.5_Ni2_f100Hz_components.png;028_RF1.5_Ni2_f100Hz/deliverables/028_RF1.5_Ni2_f100Hz_baseline_zoom.png;028_RF1.5_Ni2_f100Hz/swv_data.csv
29;1.5;2;0;0;200;0;43.04;7.84e-08;0.980;3761.1236;-0.2440;64.00;13.8087;1.99;1893.3;0.9956;78.6;0.00;0.22;OK;029_RF1.5_Ni2_f200Hz;029_RF1.5_Ni2_f200Hz/deliverables/029_RF1.5_Ni2_f200Hz_SWV_curve.png;029_RF1.5_Ni2_f200Hz/deliverables/029_RF1.5_Ni2_f200Hz_components.png;029_RF1.5_Ni2_f200Hz/deliverables/029_RF1.5_Ni2_f200Hz_baseline_zoom.png;029_RF1.5_Ni2_f200Hz/swv_data.csv
30;1.5;2;0;0;500;0;43.04;7.84e-08;0.980;4229.7596;-0.2560;64.00;34.5169;1.90;2224.9;0.9894;89.1;0.00;0.09;OK;030_RF1.5_Ni2_f500Hz;030_RF1.5_Ni2_f500Hz/deliverables/030_RF1.5_Ni2_f500Hz_SWV_curve.png;030_RF1.5_Ni2_f500Hz/deliverables/030_RF1.5_Ni2_f500Hz_components.png;030_RF1.5_Ni2_f500Hz/deliverables/030_RF1.5_Ni2_f500Hz_baseline_zoom.png;030_RF1.5_Ni2_f500Hz/swv_data.csv
31;1.5;5;0;0;10;0;43.04;7.60e-08;0.950;1124.6914;-0.2400;56.00;0.7359;4.42;254.7;0.9997;39.5;0.00;4.30;OK;031_RF1.5_Ni5_f10Hz;031_RF1.5_Ni5_f10Hz/deliverables/031_RF1.5_Ni5_f10Hz_SWV_curve.png;031_RF1.5_Ni5_f10Hz/deliverables/031_RF1.5_Ni5_f10Hz_components.png;031_RF1.5_Ni5_f10Hz/deliverables/031_RF1.5_Ni5_f10Hz_baseline_zoom.png;031_RF1.5_Ni5_f10Hz/swv_data.csv
32;1.5;5;0;0;25;0;43.04;7.60e-08;0.950;2380.3367;-0.2400;56.00;1.8314;4.11;578.9;0.9993;43.5;0.00;1.72;OK;032_RF1.5_Ni5_f25Hz;032_RF1.5_Ni5_f25Hz/deliverables/032_RF1.5_Ni5_f25Hz_SWV_curve.png;032_RF1.5_Ni5_f25Hz/deliverables/032_RF1.5_Ni5_f25Hz_components.png;032_RF1.5_Ni5_f25Hz/deliverables/032_RF1.5_Ni5_f25Hz_baseline_zoom.png;032_RF1.5_Ni5_f25Hz/swv_data.csv
33;1.5;5;0;0;50;0;43.04;7.60e-08;0.950;3127.3415;-0.2400;60.00;3.6565;4.25;736.1;0.9989;53.9;0.00;0.86;OK;033_RF1.5_Ni5_f50Hz;033_RF1.5_Ni5_f50Hz/deliverables/033_RF1.5_Ni5_f50Hz_SWV_curve.png;033_RF1.5_Ni5_f50Hz/deliverables/033_RF1.5_Ni5_f50Hz_components.png;033_RF1.5_Ni5_f50Hz/deliverables/033_RF1.5_Ni5_f50Hz_baseline_zoom.png;033_RF1.5_Ni5_f50Hz/swv_data.csv
34;1.5;5;0;0;100;0;43.04;7.60e-08;0.950;3469.1868;-0.2440;60.00;7.3074;4.68;741.2;0.9978;67.8;0.00;0.43;OK;034_RF1.5_Ni5_f100Hz;034_RF1.5_Ni5_f100Hz/deliverables/034_RF1.5_Ni5_f100Hz_SWV_curve.png;034_RF1.5_Ni5_f100Hz/deliverables/034_RF1.5_Ni5_f100Hz_components.png;034_RF1.5_Ni5_f100Hz/deliverables/034_RF1.5_Ni5_f100Hz_baseline_zoom.png;034_RF1.5_Ni5_f100Hz/swv_data.csv
35;1.5;5;0;0;200;0;43.04;7.60e-08;0.950;3642.7728;-0.2440;64.00;14.6085;4.62;789.3;0.9956;80.0;0.00;0.22;OK;035_RF1.5_Ni5_f200Hz;035_RF1.5_Ni5_f200Hz/deliverables/035_RF1.5_Ni5_f200Hz_SWV_curve.png;035_RF1.5_Ni5_f200Hz/deliverables/035_RF1.5_Ni5_f200Hz_components.png;035_RF1.5_Ni5_f200Hz/deliverables/035_RF1.5_Ni5_f200Hz_baseline_zoom.png;035_RF1.5_Ni5_f200Hz/swv_data.csv
36;1.5;5;0;0;500;0;43.04;7.60e-08;0.950;4098.9942;-0.2520;64.00;36.5124;3.84;1067.3;0.9895;89.9;0.00;0.09;OK;036_RF1.5_Ni5_f500Hz;036_RF1.5_Ni5_f500Hz/deliverables/036_RF1.5_Ni5_f500Hz_SWV_curve.png;036_RF1.5_Ni5_f500Hz/deliverables/036_RF1.5_Ni5_f500Hz_components.png;036_RF1.5_Ni5_f500Hz/deliverables/036_RF1.5_Ni5_f500Hz_baseline_zoom.png;036_RF1.5_Ni5_f500Hz/swv_data.csv
37;2.0;0;0;0;10;0;37.04;8.00e-08;1.000;1575.7186;-0.2400;56.00;0.8850;1.29;1217.2;0.9998;36.0;0.00;3.70;OK;037_RF2.0_Ni0_f10Hz;037_RF2.0_Ni0_f10Hz/deliverables/037_RF2.0_Ni0_f10Hz_SWV_curve.png;037_RF2.0_Ni0_f10Hz/deliverables/037_RF2.0_Ni0_f10Hz_components.png;037_RF2.0_Ni0_f10Hz/deliverables/037_RF2.0_Ni0_f10Hz_baseline_zoom.png;037_RF2.0_Ni0_f10Hz/swv_data.csv
38;2.0;0;0;0;25;0;37.04;8.00e-08;1.000;3125.9092;-0.2400;56.00;2.2128;1.57;1987.4;0.9992;41.4;0.00;1.48;OK;038_RF2.0_Ni0_f25Hz;038_RF2.0_Ni0_f25Hz/deliverables/038_RF2.0_Ni0_f25Hz_SWV_curve.png;038_RF2.0_Ni0_f25Hz/deliverables/038_RF2.0_Ni0_f25Hz_components.png;038_RF2.0_Ni0_f25Hz/deliverables/038_RF2.0_Ni0_f25Hz_baseline_zoom.png;038_RF2.0_Ni0_f25Hz/swv_data.csv
39;2.0;0;0;0;50;0;37.04;8.00e-08;1.000;3909.6434;-0.2400;60.00;4.4252;1.20;3265.1;0.9987;53.1;0.00;0.74;OK;039_RF2.0_Ni0_f50Hz;039_RF2.0_Ni0_f50Hz/deliverables/039_RF2.0_Ni0_f50Hz_SWV_curve.png;039_RF2.0_Ni0_f50Hz/deliverables/039_RF2.0_Ni0_f50Hz_components.png;039_RF2.0_Ni0_f50Hz/deliverables/039_RF2.0_Ni0_f50Hz_baseline_zoom.png;039_RF2.0_Ni0_f50Hz/swv_data.csv
40;2.0;0;0;0;100;0;37.04;8.00e-08;1.000;4249.4012;-0.2440;60.00;8.8499;1.55;2744.1;0.9974;67.6;0.00;0.37;OK;040_RF2.0_Ni0_f100Hz;040_RF2.0_Ni0_f100Hz/deliverables/040_RF2.0_Ni0_f100Hz_SWV_curve.png;040_RF2.0_Ni0_f100Hz/deliverables/040_RF2.0_Ni0_f100Hz_components.png;040_RF2.0_Ni0_f100Hz/deliverables/040_RF2.0_Ni0_f100Hz_baseline_zoom.png;040_RF2.0_Ni0_f100Hz/swv_data.csv
41;2.0;0;0;0;200;0;37.04;8.00e-08;1.000;4466.8358;-0.2480;64.00;17.7000;1.63;2745.3;0.9948;79.8;0.00;0.19;OK;041_RF2.0_Ni0_f200Hz;041_RF2.0_Ni0_f200Hz/deliverables/041_RF2.0_Ni0_f200Hz_SWV_curve.png;041_RF2.0_Ni0_f200Hz/deliverables/041_RF2.0_Ni0_f200Hz_components.png;041_RF2.0_Ni0_f200Hz/deliverables/041_RF2.0_Ni0_f200Hz_baseline_zoom.png;041_RF2.0_Ni0_f200Hz/swv_data.csv
42;2.0;0;0;0;500;0;37.04;8.00e-08;1.000;5149.3573;-0.2560;64.00;44.2497;1.60;3220.9;0.9877;89.6;0.00;0.07;OK;042_RF2.0_Ni0_f500Hz;042_RF2.0_Ni0_f500Hz/deliverables/042_RF2.0_Ni0_f500Hz_SWV_curve.png;042_RF2.0_Ni0_f500Hz/deliverables/042_RF2.0_Ni0_f500Hz_components.png;042_RF2.0_Ni0_f500Hz/deliverables/042_RF2.0_Ni0_f500Hz_baseline_zoom.png;042_RF2.0_Ni0_f500Hz/swv_data.csv
